TIME,DATE,FILE NAME,SITE NAME,FAULT CODE,PHYCOCYANIN (RFU)-14C102008,BAROMETER (MMHG)-24C102759,CHLOROPHYLL (RFU)-14C102008,COND (µS/CM)-15F102368,SP COND (µS/CM)-15F102368,TDS (MG/L)-15F102368,SAL (PSU)-15F102368,NLFCOND (µS/CM)-15F102368,DO (% SAT)-13C101369,DO (MG/L)-13C101369,DO (% CB)-13C101369,GPS LATITUDE (°)-24C102759,GPS LONGITUDE (°)-24C102759,ALTITUDE (M)-24C102759,PH-15H100582,PH (MV)-15H100582,CABLE POWER (VOLT)-24C102759,BATTERY POWER (VOLT)-24C102759,TEMP (°C)-15F102368,
11:09:00 AM,8/13/2024,240813-110900-Mohonk.bin,Mohonk,0,-0.16,730.0,0.62,70.3,92.0,60,0.04,93.5,106.7,11.32,106.7,41.76787,-74.15557,386.9,7.10,-19.4,11.9,2.84,12.654,
11:08:36 AM,8/13/2024,240813-110836-Mohonk.bin,Mohonk,0,-0.17,730.0,0.54,71.8,92.0,60,0.04,93.5,109.2,11.38,109.2,41.76786,-74.15555,385.5,7.12,-20.4,11.9,2.84,13.469,
11:07:52 AM,8/13/2024,240813-110752-Mohonk.bin,Mohonk,0,-0.23,730.0,0.42,72.9,92.6,60,0.04,94.1,111.2,11.49,111.2,41.76791,-74.15553,383.3,7.16,-23.0,11.9,2.84,13.845,
11:07:27 AM,8/13/2024,240813-110727-Mohonk.bin,Mohonk,0,-0.26,730.0,0.56,74.7,92.5,60,0.04,93.9,114.3,11.54,114.3,41.76793,-74.15558,378.7,7.18,-24.1,11.9,2.84,14.929,
11:06:58 AM,8/13/2024,240813-110658-Mohonk.bin,Mohonk,0,-0.31,729.9,0.46,76.6,93.1,61,0.04,94.5,113.5,11.27,113.5,41.76789,-74.15557,383.3,7.19,-24.6,11.9,2.84,15.701,
11:06:36 AM,8/13/2024,240813-110636-Mohonk.bin,Mohonk,0,-0.20,730.0,0.64,78.9,93.3,61,0.04,94.5,117.2,11.34,117.2,41.76788,-74.15556,385.6,7.20,-25.5,11.9,2.84,16.912,
11:05:32 AM,8/13/2024,240813-110532-Mohonk.bin,Mohonk,0,-0.31,730.0,0.55,81.0,93.1,61,0.04,94.2,116.1,10.94,116.1,41.76793,-74.15553,388.5,7.27,-29.3,11.9,2.84,18.181,
11:05:09 AM,8/13/2024,240813-110509-Mohonk.bin,Mohonk,0,-0.24,730.0,0.85,84.0,94.2,61,0.04,95.1,112.9,10.40,112.9,41.76793,-74.15553,382.6,7.30,-30.9,11.9,2.84,19.316,
11:04:40 AM,8/13/2024,240813-110440-Mohonk.bin,Mohonk,0,-0.29,730.0,0.77,86.6,92.3,60,0.04,92.8,103.6,9.09,103.6,41.76785,-74.15554,391.7,7.37,-35.5,11.9,2.84,21.777,
11:04:11 AM,8/13/2024,240813-110411-Mohonk.bin,Mohonk,0,-0.32,730.0,0.79,85.6,89.5,58,0.04,89.9,100.0,8.62,100.0,41.76783,-74.15556,389.7,7.56,-46.1,11.9,2.84,22.717,
11:03:47 AM,8/13/2024,240813-110346-Mohonk.bin,Mohonk,0,-0.34,730.0,0.73,85.7,89.5,58,0.04,89.9,99.7,8.58,99.7,41.76783,-74.15556,390.2,7.58,-47.8,11.9,2.84,22.809,
11:03:20 AM,8/13/2024,240813-110320-Mohonk.bin,Mohonk,0,-0.40,730.0,0.61,85.8,89.5,58,0.04,89.8,100.6,8.65,100.6,41.76785,-74.15556,388.7,7.61,-49.1,11.9,2.84,22.836,
11:02:58 AM,8/13/2024,240813-110258-Mohonk.bin,Mohonk,0,-0.38,730.0,0.74,85.8,89.4,58,0.04,89.8,100.9,8.68,100.9,41.76785,-74.15556,389.8,7.61,-49.5,11.9,2.84,22.840,
11:02:20 AM,8/13/2024,240813-110219-Mohonk.bin,Mohonk,0,-0.38,729.9,0.68,85.8,89.5,58,0.04,89.9,101.2,8.71,101.2,41.76786,-74.15556,388.0,7.63,-50.2,11.9,2.84,22.853,
11:01:52 AM,8/13/2024,240813-110152-Mohonk.bin,Mohonk,0,-0.35,730.0,0.72,85.8,89.5,58,0.04,89.9,101.3,8.71,101.3,41.76786,-74.15557,384.4,7.62,-49.8,11.9,2.84,22.862,
11:01:29 AM,8/13/2024,240813-110128-Mohonk.bin,Mohonk,0,-0.37,730.0,0.64,85.9,89.5,58,0.04,89.9,100.9,8.68,100.9,41.76787,-74.15555,382.7,7.60,-48.8,11.9,2.84,22.868,
11:00:58 AM,8/13/2024,240813-110058-Mohonk.bin,Mohonk,0,-0.38,730.0,0.71,86.0,89.6,58,0.04,90.0,100.4,8.63,100.4,41.76787,-74.15554,384.6,7.60,-48.4,11.9,2.84,22.872,
11:00:07 AM,8/13/2024,240813-110007-Mohonk.bin,Mohonk,0,-0.37,730.0,0.64,85.9,89.6,58,0.04,89.9,100.8,8.67,100.8,41.76788,-74.15554,388.8,7.62,-50.0,11.9,2.84,22.887,
10:59:44 AM,8/13/2024,240813-105944-Mohonk.bin,Mohonk,0,-0.38,730.0,0.66,85.9,89.6,58,0.04,89.9,101.4,8.71,101.4,41.76786,-74.15556,388.5,7.64,-51.2,11.9,2.84,22.894,
10:59:20 AM,8/13/2024,240813-105920-Mohonk.bin,Mohonk,0,-0.41,730.0,0.61,86.0,89.5,58,0.04,89.9,102.1,8.77,102.1,41.76787,-74.15554,387.2,7.65,-51.7,11.9,2.84,22.907,
10:58:50 AM,8/13/2024,240813-105850-Mohonk.bin,Mohonk,0,-0.43,730.0,0.63,86.1,89.6,58,0.04,89.9,101.8,8.74,101.8,41.76789,-74.15554,383.8,7.62,-50.0,11.9,2.84,22.938,
10:58:25 AM,8/13/2024,240813-105825-Mohonk.bin,Mohonk,0,-0.39,730.0,0.62,86.3,89.7,58,0.04,90.1,101.1,8.67,101.1,41.76788,-74.15556,381.2,7.59,-47.9,11.9,2.84,22.987,
10:57:55 AM,8/13/2024,240813-105755-Mohonk.bin,Mohonk,0,-0.42,730.0,0.49,86.6,89.9,58,0.04,90.2,100.1,8.57,100.1,41.76788,-74.15555,380.0,7.56,-46.5,11.9,2.84,23.099,
10:57:23 AM,8/13/2024,240813-105722-Mohonk.bin,Mohonk,0,-0.43,730.0,0.50,86.7,89.9,58,0.04,90.2,100.2,8.57,100.2,41.76791,-74.15555,373.7,7.57,-46.9,11.9,2.84,23.147,
10:56:51 AM,8/13/2024,240813-105651-Mohonk.bin,Mohonk,0,-0.44,730.0,0.41,86.8,89.8,58,0.04,90.1,100.7,8.60,100.7,41.76790,-74.15555,375.9,7.58,-47.3,11.9,2.84,23.238,
10:56:05 AM,8/13/2024,240813-105604-Mohonk.bin,Mohonk,0,-0.46,730.0,0.42,85.9,88.9,58,0.04,89.2,101.0,8.62,101.0,41.76789,-74.15556,379.3,7.59,-48.2,11.9,2.84,23.233,
10:54:30 AM,8/13/2024,240813-105430-Mohonk.bin,Mohonk,0,-0.48,730.0,0.41,82.4,85.3,55,0.04,85.6,103.9,8.87,103.9,41.76789,-74.15556,379.2,7.75,-57.4,11.9,2.84,23.241,
12:00:36 PM,8/5/2024,240805-120036-Mohonk.bin,Mohonk,0,0.08,730.0,0.08,64.2,100.8,66,0.05,102.4,4.6,0.58,4.6,41.76791,-74.15558,371.3,6.44,16.7,11.9,2.83,6.018,
12:00:11 PM,8/5/2024,240805-120011-Mohonk.bin,Mohonk,0,0.08,730.0,0.10,63.1,98.8,64,0.05,100.4,5.8,0.72,5.8,41.76787,-74.15559,376.6,6.44,16.5,11.9,2.83,6.090,
11:59:49 AM,8/5/2024,240805-115949-Mohonk.bin,Mohonk,0,0.10,730.0,0.14,62.5,97.8,64,0.05,99.3,7.9,0.98,7.9,41.76788,-74.15559,374.0,6.46,15.6,11.9,2.83,6.137,
11:59:24 AM,8/5/2024,240805-115924-Mohonk.bin,Mohonk,0,0.08,730.0,0.08,62.3,97.0,63,0.05,98.5,12.1,1.49,12.1,41.76790,-74.15559,373.1,6.48,14.3,11.9,2.83,6.258,
11:58:55 AM,8/5/2024,240805-115855-Mohonk.bin,Mohonk,0,0.08,730.0,0.12,61.8,96.1,62,0.04,97.6,18.7,2.31,18.7,41.76791,-74.15559,374.3,6.51,13.0,11.9,2.83,6.341,
11:58:31 AM,8/5/2024,240805-115831-Mohonk.bin,Mohonk,0,0.09,730.0,0.14,61.5,94.9,62,0.04,96.5,25.2,3.09,25.2,41.76792,-74.15561,372.5,6.54,11.5,11.9,2.83,6.564,
11:58:07 AM,8/5/2024,240805-115807-Mohonk.bin,Mohonk,0,0.17,730.0,0.42,61.4,94.4,61,0.04,96.0,30.6,3.75,30.6,41.76794,-74.15562,371.8,6.56,10.1,11.9,2.83,6.671,
11:57:42 AM,8/5/2024,240805-115741-Mohonk.bin,Mohonk,0,0.11,730.0,0.20,61.3,94.1,61,0.04,95.7,36.5,4.46,36.5,41.76794,-74.15562,365.4,6.59,8.5,11.9,2.83,6.714,
11:57:17 AM,8/5/2024,240805-115717-Mohonk.bin,Mohonk,0,0.10,730.0,0.23,61.1,93.6,61,0.04,95.1,42.3,5.15,42.3,41.76794,-74.15561,373.9,6.63,6.5,11.9,2.83,6.824,
11:56:50 AM,8/5/2024,240805-115650-Mohonk.bin,Mohonk,0,0.16,730.0,0.32,61.2,93.4,61,0.04,95.0,48.8,5.94,48.8,41.76788,-74.15556,382.5,6.67,4.0,11.9,2.83,6.938,
11:56:23 AM,8/5/2024,240805-115623-Mohonk.bin,Mohonk,0,0.07,730.0,0.20,61.4,93.2,61,0.04,94.8,56.9,6.89,56.9,41.76792,-74.15560,373.0,6.74,0.5,11.9,2.83,7.128,
11:56:00 AM,8/5/2024,240805-115559-Mohonk.bin,Mohonk,0,0.37,730.0,0.75,61.4,92.1,60,0.04,93.6,65.8,7.88,65.8,41.76796,-74.15563,355.1,6.80,-2.7,11.9,2.83,7.571,
11:55:36 AM,8/5/2024,240805-115535-Mohonk.bin,Mohonk,0,0.11,730.0,0.35,61.7,92.1,60,0.04,93.7,70.2,8.37,70.2,41.76798,-74.15565,349.5,6.84,-5.2,11.9,2.83,7.692,
11:55:12 AM,8/5/2024,240805-115511-Mohonk.bin,Mohonk,0,0.25,730.1,0.76,62.1,92.3,60,0.04,93.9,74.6,8.86,74.6,41.76795,-74.15562,360.6,6.89,-7.9,11.9,2.83,7.852,
11:54:37 AM,8/5/2024,240805-115437-Mohonk.bin,Mohonk,0,0.04,730.0,0.37,62.6,91.7,60,0.04,93.3,81.4,9.55,81.4,41.76791,-74.15560,370.6,6.96,-11.9,11.9,2.83,8.366,
11:54:12 AM,8/5/2024,240805-115412-Mohonk.bin,Mohonk,0,0.09,730.0,0.44,63.0,91.6,60,0.04,93.2,87.0,10.14,87.0,41.76787,-74.15556,384.9,7.02,-15.0,11.9,2.83,8.654,
11:53:49 AM,8/5/2024,240805-115349-Mohonk.bin,Mohonk,0,0.05,730.0,0.43,64.0,91.6,60,0.04,93.3,91.4,10.52,91.4,41.76788,-74.15556,382.6,7.07,-17.6,11.9,2.83,9.179,
11:53:23 AM,8/5/2024,240805-115323-Mohonk.bin,Mohonk,0,0.05,730.0,0.45,64.8,92.0,60,0.04,93.6,96.0,10.95,96.0,41.76785,-74.15556,386.4,7.12,-20.4,11.9,2.83,9.533,
11:52:59 AM,8/5/2024,240805-115259-Mohonk.bin,Mohonk,0,0.00,730.1,0.51,65.4,91.3,59,0.04,92.9,100.7,11.31,100.7,41.76786,-74.15559,379.2,7.17,-23.6,11.9,2.83,10.164,
11:52:36 AM,8/5/2024,240805-115236-Mohonk.bin,Mohonk,0,-0.02,730.0,0.57,66.0,91.0,59,0.04,92.6,105.0,11.68,105.0,41.76788,-74.15560,376.9,7.22,-26.3,11.9,2.83,10.601,
11:52:12 AM,8/5/2024,240805-115211-Mohonk.bin,Mohonk,0,-0.07,730.0,0.45,67.4,91.9,60,0.04,93.5,108.6,11.95,108.6,41.76787,-74.15559,377.6,7.26,-28.5,11.9,2.83,11.054,
11:51:45 AM,8/5/2024,240805-115145-Mohonk.bin,Mohonk,0,-0.10,730.1,0.52,68.4,91.1,59,0.04,92.7,111.4,12.01,111.4,41.76788,-74.15558,374.4,7.30,-30.5,11.9,2.83,11.982,
11:51:16 AM,8/5/2024,240805-115116-Mohonk.bin,Mohonk,0,-0.17,730.1,0.46,69.9,91.5,59,0.04,93.1,114.4,12.13,114.4,41.76788,-74.15555,375.9,7.33,-32.3,11.9,2.83,12.651,
11:50:50 AM,8/5/2024,240805-115049-Mohonk.bin,Mohonk,0,-0.15,730.1,0.57,72.2,91.6,60,0.04,93.1,117.0,12.08,117.0,41.76788,-74.15557,379.4,7.36,-34.3,11.9,2.83,13.918,
11:50:25 AM,8/5/2024,240805-115025-Mohonk.bin,Mohonk,0,-0.16,730.0,0.56,74.3,92.3,60,0.04,93.7,120.0,12.15,120.0,41.76786,-74.15556,377.9,7.41,-37.0,11.9,2.83,14.805,
11:49:58 AM,8/5/2024,240805-114957-Mohonk.bin,Mohonk,0,-0.11,730.1,0.70,76.1,92.5,60,0.04,93.8,124.1,12.31,124.1,41.76786,-74.15556,379.4,7.47,-40.5,11.9,2.83,15.746,
11:49:31 AM,8/5/2024,240805-114930-Mohonk.bin,Mohonk,0,-0.09,730.0,0.78,78.3,92.3,60,0.04,93.5,128.2,12.37,128.2,41.76788,-74.15556,377.5,7.53,-44.2,11.9,2.83,17.060,
11:49:05 AM,8/5/2024,240805-114905-Mohonk.bin,Mohonk,0,-0.10,730.1,0.80,80.5,93.0,60,0.04,94.1,131.1,12.41,131.1,41.76786,-74.15554,378.1,7.58,-46.7,11.9,2.83,17.970,
11:48:35 AM,8/5/2024,240805-114834-Mohonk.bin,Mohonk,0,0.08,730.2,1.29,82.0,92.8,60,0.04,93.7,132.0,12.26,132.0,41.76787,-74.15553,382.8,7.57,-46.3,11.9,2.83,18.906,
11:47:55 AM,8/5/2024,240805-114755-Mohonk.bin,Mohonk,0,-0.16,730.1,0.98,86.3,93.4,61,0.04,94.1,121.3,10.80,121.3,41.76784,-74.15555,388.8,7.47,-41.0,11.9,2.83,21.012,
11:47:30 AM,8/5/2024,240805-114729-Mohonk.bin,Mohonk,0,-0.18,730.2,1.03,88.0,93.0,60,0.04,93.5,112.8,9.83,112.8,41.76782,-74.15555,395.4,7.48,-41.8,11.9,2.83,22.151,
11:47:04 AM,8/5/2024,240805-114704-Mohonk.bin,Mohonk,0,-0.21,730.1,1.00,89.5,92.1,60,0.04,92.3,102.5,8.70,102.5,41.76783,-74.15555,393.8,7.53,-44.7,11.9,2.83,23.556,
11:46:40 AM,8/5/2024,240805-114640-Mohonk.bin,Mohonk,0,-0.25,730.0,1.00,90.2,91.9,60,0.04,92.0,99.7,8.38,99.7,41.76783,-74.15553,393.2,7.61,-49.5,11.9,2.83,24.082,
11:46:08 AM,8/5/2024,240805-114608-Mohonk.bin,Mohonk,0,-0.33,730.1,0.77,91.0,91.2,59,0.04,91.3,105.8,8.77,105.8,41.76782,-74.15551,397.1,7.97,-70.6,11.9,2.83,24.842,
11:45:43 AM,8/5/2024,240805-114542-Mohonk.bin,Mohonk,0,-0.37,730.2,0.80,91.5,90.8,59,0.04,90.8,103.5,8.49,103.5,41.76781,-74.15550,399.3,8.01,-72.8,11.9,2.83,25.384,
11:45:20 AM,8/5/2024,240805-114520-Mohonk.bin,Mohonk,0,-0.38,730.2,0.80,91.6,90.4,59,0.04,90.3,104.9,8.56,104.9,41.76782,-74.15551,398.7,8.12,-79.2,11.9,2.83,25.690,
11:44:53 AM,8/5/2024,240805-114453-Mohonk.bin,Mohonk,0,-0.38,730.2,0.78,91.5,90.3,59,0.04,90.2,106.4,8.68,106.4,0.00000,0.00000,0.0,8.14,-80.5,11.9,2.83,25.695,
11:44:24 AM,8/5/2024,240805-114424-Mohonk.bin,Mohonk,0,-0.39,730.2,0.78,91.5,90.3,59,0.04,90.2,106.7,8.70,106.7,41.76785,-74.15552,394.8,8.19,-83.6,11.9,2.83,25.713,
11:43:57 AM,8/5/2024,240805-114357-Mohonk.bin,Mohonk,0,-0.41,730.1,0.79,91.5,90.2,59,0.04,90.1,107.7,8.78,107.7,41.76786,-74.15553,389.6,8.28,-89.1,11.9,2.83,25.754,
11:43:33 AM,8/5/2024,240805-114333-Mohonk.bin,Mohonk,0,-0.46,730.2,0.59,91.6,90.3,59,0.04,90.1,108.3,8.82,108.3,41.76787,-74.15553,394.2,8.33,-92.0,11.9,2.83,25.761,
11:42:54 AM,8/5/2024,240805-114254-Mohonk.bin,Mohonk,0,-0.46,730.1,0.60,91.7,90.3,59,0.04,90.2,108.9,8.87,108.9,41.76784,-74.15553,403.6,8.39,-95.4,11.9,2.83,25.807,
11:42:30 AM,8/5/2024,240805-114230-Mohonk.bin,Mohonk,0,-0.46,730.2,0.58,91.8,90.4,59,0.04,90.2,109.1,8.88,109.1,0.00000,0.00000,0.0,8.40,-95.8,11.9,2.83,25.843,
11:42:06 AM,8/5/2024,240805-114206-Mohonk.bin,Mohonk,0,-0.46,730.2,0.57,92.0,90.4,59,0.04,90.2,108.9,8.85,108.9,0.00000,0.00000,0.0,8.36,-93.8,11.9,2.83,25.914,
11:41:38 AM,8/5/2024,240805-114138-Mohonk.bin,Mohonk,0,-0.44,730.2,0.60,92.2,90.5,59,0.04,90.3,108.2,8.79,108.2,0.00000,0.00000,0.0,8.26,-87.9,11.9,2.83,25.968,
11:41:08 AM,8/5/2024,240805-114108-Mohonk.bin,Mohonk,0,-0.50,730.1,0.49,92.7,90.5,59,0.04,90.3,107.8,8.70,107.8,0.00000,0.00000,0.0,8.17,-82.6,11.9,2.83,26.250,
11:40:41 AM,8/5/2024,240805-114041-Mohonk.bin,Mohonk,0,-0.50,730.2,0.45,93.1,90.6,59,0.04,90.3,107.8,8.67,107.8,41.76788,-74.15556,381.9,8.13,-80.4,11.9,2.83,26.451,
11:40:01 AM,8/5/2024,240805-114001-Mohonk.bin,Mohonk,0,-0.52,730.3,0.47,93.5,90.6,59,0.04,90.3,108.2,8.67,108.2,41.76794,-74.15560,366.0,8.08,-77.6,11.9,2.83,26.646,
11:39:34 AM,8/5/2024,240805-113934-Mohonk.bin,Mohonk,0,-0.53,730.3,0.40,93.9,90.9,59,0.04,90.6,108.1,8.66,108.1,41.76796,-74.15561,356.1,8.05,-75.7,11.9,2.82,26.703,
11:39:04 AM,8/5/2024,240805-113903-Mohonk.bin,Mohonk,0,-0.54,730.2,0.46,96.0,92.9,60,0.04,92.6,108.2,8.66,108.2,41.76794,-74.15558,356.5,7.95,-69.9,11.9,2.82,26.729,
1:20:45 PM,7/30/2024,240730-132044-Mohonk.bin,Mohonk,0,0.91,727.9,1.23,63.4,99.8,65,0.05,101.4,3.6,0.45,3.6,41.76795,-74.15562,410.4,6.43,17.2,11.9,2.85,5.912,
1:20:14 PM,7/30/2024,240730-132014-Mohonk.bin,Mohonk,0,0.09,728.0,0.10,62.0,97.4,63,0.05,98.9,4.6,0.58,4.6,41.76809,-74.15573,426.3,6.45,16.3,11.9,2.85,5.965,
1:19:48 PM,7/30/2024,240730-131947-Mohonk.bin,Mohonk,0,0.05,727.9,0.07,61.6,96.8,63,0.05,98.3,6.3,0.79,6.3,41.76796,-74.15563,401.8,6.46,15.5,11.9,2.85,5.977,
1:19:19 PM,7/30/2024,240730-131919-Mohonk.bin,Mohonk,0,0.07,727.9,0.12,61.3,96.1,62,0.04,97.6,9.0,1.11,9.0,41.76793,-74.15560,400.8,6.48,14.7,11.9,2.85,6.038,
1:19:11 PM,7/30/2024,240730-131911-Mohonk.bin,Mohonk,0,0.08,727.9,0.10,61.3,96.0,62,0.04,97.5,9.9,1.23,9.9,41.76793,-74.15562,402.4,6.48,14.5,11.9,2.85,6.055,
1:18:48 PM,7/30/2024,240730-131848-Mohonk.bin,Mohonk,0,0.06,727.9,0.07,61.2,95.7,62,0.04,97.2,13.6,1.68,13.6,41.76794,-74.15562,407.0,6.50,13.7,11.9,2.85,6.112,
1:18:22 PM,7/30/2024,240730-131822-Mohonk.bin,Mohonk,0,0.07,727.9,0.11,61.0,95.2,62,0.04,96.8,19.8,2.46,19.8,41.76795,-74.15562,405.5,6.51,12.6,11.9,2.85,6.152,
1:17:59 PM,7/30/2024,240730-131759-Mohonk.bin,Mohonk,0,0.21,727.9,0.64,60.6,94.5,61,0.04,96.0,25.5,3.15,25.5,41.76795,-74.15562,398.2,6.54,11.0,11.9,2.85,6.214,
1:17:37 PM,7/30/2024,240730-131736-Mohonk.bin,Mohonk,0,0.06,727.9,0.13,60.6,94.1,61,0.04,95.6,31.5,3.89,31.5,41.76794,-74.15564,388.4,6.57,9.4,11.9,2.85,6.347,
1:17:10 PM,7/30/2024,240730-131710-Mohonk.bin,Mohonk,0,0.08,728.0,0.18,60.6,93.8,61,0.04,95.3,38.0,4.67,38.0,41.76783,-74.15553,372.7,6.61,7.4,11.9,2.85,6.506,
1:16:38 PM,7/30/2024,240730-131638-Mohonk.bin,Mohonk,0,0.10,728.0,0.21,60.7,93.6,61,0.04,95.2,45.4,5.56,45.4,41.76783,-74.15556,366.3,6.67,4.4,11.9,2.85,6.598,
1:16:06 PM,7/30/2024,240730-131606-Mohonk.bin,Mohonk,0,0.12,727.9,0.26,60.9,93.0,60,0.04,94.5,56.0,6.81,56.0,41.76786,-74.15556,375.1,6.74,0.4,11.9,2.85,6.929,
1:15:40 PM,7/30/2024,240730-131540-Mohonk.bin,Mohonk,0,0.26,728.0,0.84,61.2,92.3,60,0.04,93.8,62.6,7.53,62.6,41.76789,-74.15560,377.6,6.79,-2.4,11.9,2.85,7.351,
1:15:15 PM,7/30/2024,240730-131515-Mohonk.bin,Mohonk,0,0.15,728.0,0.45,61.7,92.6,60,0.04,94.2,67.3,8.06,67.3,41.76788,-74.15560,376.2,6.84,-5.0,11.9,2.85,7.527,
1:14:49 PM,7/30/2024,240730-131449-Mohonk.bin,Mohonk,0,0.19,728.0,0.41,62.0,92.5,60,0.04,94.1,71.9,8.57,71.9,41.76788,-74.15561,372.6,6.89,-7.9,11.9,2.85,7.739,
1:14:26 PM,7/30/2024,240730-131426-Mohonk.bin,Mohonk,0,0.14,728.0,0.69,62.0,92.0,60,0.04,93.6,75.9,9.00,75.9,41.76787,-74.15562,371.8,6.94,-10.8,11.9,2.85,7.943,
1:14:01 PM,7/30/2024,240730-131400-Mohonk.bin,Mohonk,0,0.10,728.0,0.39,62.4,91.8,60,0.04,93.4,81.9,9.64,81.9,41.76787,-74.15562,371.2,7.01,-14.6,11.9,2.85,8.236,
1:13:35 PM,7/30/2024,240730-131335-Mohonk.bin,Mohonk,0,0.04,728.1,0.43,63.0,91.6,60,0.04,93.2,89.3,10.41,89.3,41.76786,-74.15559,372.4,7.09,-18.8,11.9,2.85,8.660,
1:13:13 PM,7/30/2024,240730-131313-Mohonk.bin,Mohonk,0,0.04,728.1,0.50,63.7,91.7,60,0.04,93.3,94.6,10.93,94.6,41.76784,-74.15558,372.9,7.15,-22.5,11.9,2.85,9.021,
1:12:36 PM,7/30/2024,240730-131236-Mohonk.bin,Mohonk,0,0.04,728.0,0.65,65.1,91.5,59,0.04,93.1,104.1,11.77,104.1,41.76787,-74.15559,374.0,7.26,-28.6,11.9,2.85,9.895,
1:12:10 PM,7/30/2024,240730-131210-Mohonk.bin,Mohonk,0,0.05,728.0,0.67,66.2,91.4,59,0.04,93.0,108.3,12.07,108.3,41.76786,-74.15559,375.1,7.31,-31.4,11.9,2.85,10.535,
1:11:42 PM,7/30/2024,240730-131142-Mohonk.bin,Mohonk,0,0.10,728.0,0.84,67.4,91.9,60,0.04,93.5,112.4,12.37,112.4,41.76787,-74.15558,374.2,7.37,-34.4,11.9,2.85,11.039,
1:11:15 PM,7/30/2024,240730-131115-Mohonk.bin,Mohonk,0,0.03,728.1,0.73,68.6,91.7,60,0.04,93.3,115.7,12.52,115.7,41.76786,-74.15556,376.8,7.41,-36.7,11.9,2.85,11.797,
1:10:50 PM,7/30/2024,240730-131049-Mohonk.bin,Mohonk,0,0.03,728.0,0.79,69.8,91.2,59,0.04,92.8,118.8,12.60,118.8,41.76785,-74.15557,378.3,7.44,-38.4,11.9,2.85,12.687,
1:10:25 PM,7/30/2024,240730-131025-Mohonk.bin,Mohonk,0,0.04,728.1,0.79,70.6,90.8,59,0.04,92.3,120.7,12.61,120.7,41.76786,-74.15556,377.8,7.45,-39.4,11.9,2.85,13.375,
1:10:02 PM,7/30/2024,240730-131002-Mohonk.bin,Mohonk,0,-0.01,728.0,0.69,71.9,91.4,59,0.04,92.9,121.1,12.52,121.1,41.76788,-74.15556,376.5,7.46,-40.0,11.9,2.85,13.852,
1:09:37 PM,7/30/2024,240730-130937-Mohonk.bin,Mohonk,0,-0.10,728.0,0.68,72.8,91.7,60,0.04,93.2,121.1,12.43,121.1,41.76786,-74.15557,376.4,7.49,-41.4,11.9,2.85,14.195,
1:09:10 PM,7/30/2024,240730-130909-Mohonk.bin,Mohonk,0,-0.09,728.0,0.71,75.1,92.3,60,0.04,93.7,122.5,12.28,122.5,41.76786,-74.15555,379.9,7.54,-44.4,11.9,2.85,15.226,
1:08:46 PM,7/30/2024,240730-130845-Mohonk.bin,Mohonk,0,0.00,728.0,0.87,76.6,92.8,60,0.04,94.1,125.4,12.40,125.4,41.76789,-74.15557,380.7,7.61,-48.4,11.9,2.85,15.866,
1:08:09 PM,7/30/2024,240730-130809-Mohonk.bin,Mohonk,0,-0.14,728.1,0.83,80.1,93.1,61,0.04,94.2,131.6,12.53,131.6,41.76788,-74.15556,380.3,7.77,-57.8,11.9,2.85,17.672,
1:07:45 PM,7/30/2024,240730-130745-Mohonk.bin,Mohonk,0,-0.08,728.1,0.75,81.6,92.9,60,0.04,93.9,135.6,12.67,135.6,41.76788,-74.15557,383.9,7.89,-64.6,11.9,2.85,18.626,
1:07:39 PM,7/30/2024,240730-130739-Mohonk.bin,Mohonk,0,-0.06,728.0,1.00,81.9,92.9,60,0.04,93.9,135.7,12.64,135.7,41.76788,-74.15557,385.9,7.92,-66.3,11.9,2.85,18.789,
1:07:07 PM,7/30/2024,240730-130707-Mohonk.bin,Mohonk,0,-0.05,727.9,1.21,85.0,93.6,61,0.04,94.4,134.6,12.19,134.6,41.76788,-74.15556,387.1,8.02,-72.7,11.9,2.85,20.196,
1:06:43 PM,7/30/2024,240730-130643-Mohonk.bin,Mohonk,0,-0.19,728.1,0.90,87.4,93.3,61,0.04,93.8,122.1,10.73,122.1,41.76786,-74.15556,381.6,7.78,-58.8,11.9,2.85,21.718,
1:06:18 PM,7/30/2024,240730-130618-Mohonk.bin,Mohonk,0,-0.16,728.0,1.00,88.9,91.3,59,0.04,91.5,108.4,9.19,108.4,41.76786,-74.15555,380.9,7.74,-56.7,11.9,2.85,23.630,
1:05:52 PM,7/30/2024,240730-130552-Mohonk.bin,Mohonk,0,-0.31,728.0,0.78,89.9,91.0,59,0.04,91.1,102.9,8.61,102.9,41.76786,-74.15557,376.6,7.90,-66.5,11.9,2.85,24.330,
1:05:28 PM,7/30/2024,240730-130528-Mohonk.bin,Mohonk,0,-0.39,727.9,0.63,90.3,90.4,59,0.04,90.4,105.9,8.75,105.9,41.76788,-74.15556,376.9,8.10,-77.9,11.9,2.85,24.996,
1:05:04 PM,7/30/2024,240730-130504-Mohonk.bin,Mohonk,0,-0.43,728.1,0.50,90.5,90.4,59,0.04,90.4,106.7,8.80,106.7,41.76786,-74.15555,380.5,8.18,-82.8,11.9,2.85,25.079,
1:04:40 PM,7/30/2024,240730-130440-Mohonk.bin,Mohonk,0,-0.43,728.0,0.51,90.6,90.4,59,0.04,90.3,107.5,8.86,107.5,41.76786,-74.15555,387.2,8.24,-86.0,11.9,2.85,25.147,
