TIME,DATE,FILE NAME,SITE NAME,FAULT CODE,PHYCOCYANIN (RFU)-14C102008,BAROMETER (MMHG)-24C102759,CHLOROPHYLL (RFU)-14C102008,COND (µS/CM)-15F102368,SP COND (µS/CM)-15F102368,TDS (MG/L)-15F102368,SAL (PSU)-15F102368,NLFCOND (µS/CM)-15F102368,DO (% SAT)-13C101369,DO (MG/L)-13C101369,DO (% CB)-13C101369,GPS LATITUDE (°)-24C102759,GPS LONGITUDE (°)-24C102759,ALTITUDE (M)-24C102759,PH-15H100582,PH (MV)-15H100582,CABLE POWER (VOLT)-24C102759,BATTERY POWER (VOLT)-24C102759,TEMP (°C)-15F102368,
10:50:40 AM,10/23/2024,241023-105039-Mohonk.bin,Mohonk,0,-0.38,730.4,0.13,69.4,89.9,58,0.04,91.4,88.4,9.30,88.4,41.76777,-74.15553,387.9,,,11.9,2.75,13.064,
10:50:11 AM,10/23/2024,241023-105010-Mohonk.bin,Mohonk,0,-0.39,730.3,0.19,69.5,89.9,58,0.04,91.4,89.0,9.35,89.0,0.00000,0.00000,0.0,,,11.9,2.75,13.099,
10:49:47 AM,10/23/2024,241023-104946-Mohonk.bin,Mohonk,0,-0.40,730.4,0.13,69.5,89.9,58,0.04,91.4,89.5,9.40,89.5,41.76779,-74.15550,386.8,,,11.9,2.75,13.128,
10:49:26 AM,10/23/2024,241023-104925-Mohonk.bin,Mohonk,0,-0.38,730.3,0.17,69.5,89.8,58,0.04,91.3,90.0,9.44,90.0,41.76781,-74.15560,388.7,,,11.9,2.75,13.167,
10:49:04 AM,10/23/2024,241023-104903-Mohonk.bin,Mohonk,0,-0.39,730.4,0.18,69.5,89.8,58,0.04,91.3,90.5,9.49,90.5,41.76785,-74.15556,387.7,,,11.9,2.75,13.195,
10:48:30 AM,10/23/2024,241023-104829-Mohonk.bin,Mohonk,0,-0.36,730.5,0.22,69.6,89.7,58,0.04,91.2,90.9,9.53,90.9,41.76785,-74.15557,387.2,,,11.9,2.75,13.247,
10:47:57 AM,10/23/2024,241023-104757-Mohonk.bin,Mohonk,0,-0.38,730.4,0.20,69.7,89.8,58,0.04,91.3,91.1,9.54,91.1,41.76787,-74.15561,386.9,,,11.9,2.75,13.286,
10:47:19 AM,10/23/2024,241023-104719-Mohonk.bin,Mohonk,0,-0.37,730.3,0.18,69.8,89.8,58,0.04,91.3,91.6,9.58,91.6,41.76788,-74.15565,389.4,,,11.9,2.75,13.353,
10:46:47 AM,10/23/2024,241023-104647-Mohonk.bin,Mohonk,0,-0.38,730.5,0.21,69.8,89.7,58,0.04,91.2,91.9,9.59,91.9,41.76788,-74.15565,387.3,,,11.9,2.75,13.400,
10:46:26 AM,10/23/2024,241023-104625-Mohonk.bin,Mohonk,0,-0.38,730.4,0.17,69.8,89.7,58,0.04,91.1,91.9,9.59,91.9,0.00000,0.00000,0.0,,,11.9,2.75,13.421,
10:45:57 AM,10/23/2024,241023-104556-Mohonk.bin,Mohonk,0,-0.41,730.4,0.18,70.0,89.7,58,0.04,91.2,92.3,9.62,92.3,41.76793,-74.15559,390.2,,,11.9,2.75,13.461,
10:45:23 AM,10/23/2024,241023-104523-Mohonk.bin,Mohonk,0,-0.44,730.4,0.15,70.6,90.0,58,0.04,91.4,93.5,9.68,93.5,41.76788,-74.15561,386.3,,,11.9,2.75,13.740,
10:45:03 AM,10/23/2024,241023-104502-Mohonk.bin,Mohonk,0,-0.49,730.4,0.12,70.9,89.7,58,0.04,91.1,94.4,9.72,94.4,41.76789,-74.15556,389.4,,,11.9,2.75,14.036,
10:44:41 AM,10/23/2024,241023-104441-Mohonk.bin,Mohonk,0,-0.49,730.4,0.08,71.0,89.7,58,0.04,91.1,94.6,9.73,94.6,41.76791,-74.15555,387.5,,,11.9,2.75,14.096,
10:44:17 AM,10/23/2024,241023-104416-Mohonk.bin,Mohonk,0,-0.48,730.4,0.09,71.1,89.6,58,0.04,91.1,94.7,9.73,94.7,41.76792,-74.15549,389.7,,,11.9,2.75,14.150,
10:43:53 AM,10/23/2024,241023-104352-Mohonk.bin,Mohonk,0,-0.49,730.4,0.09,71.1,89.6,58,0.04,91.0,94.8,9.73,94.8,41.76783,-74.15559,388.4,,,11.9,2.75,14.195,
10:43:32 AM,10/23/2024,241023-104332-Mohonk.bin,Mohonk,0,-0.50,730.4,0.09,71.0,89.5,58,0.04,90.9,94.9,9.73,94.9,41.76793,-74.15555,387.9,,,11.9,2.75,14.212,
10:43:11 AM,10/23/2024,241023-104310-Mohonk.bin,Mohonk,0,-0.51,730.4,0.10,71.1,89.5,58,0.04,90.9,94.9,9.72,94.9,41.76794,-74.15550,388.9,,,11.9,2.75,14.229,
10:42:46 AM,10/23/2024,241023-104246-Mohonk.bin,Mohonk,0,-0.49,730.4,0.10,71.1,89.4,58,0.04,90.8,94.9,9.72,94.9,0.00000,0.00000,0.0,,,11.9,2.75,14.270,
10:42:25 AM,10/23/2024,241023-104225-Mohonk.bin,Mohonk,0,-0.50,730.5,0.08,71.0,89.3,58,0.04,90.8,95.1,9.74,95.1,0.00000,0.00000,0.0,,,11.9,2.75,14.277,
10:41:58 AM,10/23/2024,241023-104157-Mohonk.bin,Mohonk,0,-0.49,730.4,0.09,71.0,89.2,58,0.04,90.6,95.3,9.76,95.3,0.00000,0.00000,0.0,,,12.0,2.75,14.281,
10:41:30 AM,10/23/2024,241023-104129-Mohonk.bin,Mohonk,0,-0.52,730.5,0.06,70.9,89.2,58,0.04,90.6,95.5,9.78,95.5,41.76790,-74.15556,387.0,,,11.9,2.75,14.284,
10:41:06 AM,10/23/2024,241023-104106-Mohonk.bin,Mohonk,0,-0.56,730.5,0.09,70.9,89.1,58,0.04,90.5,95.8,9.80,95.8,41.76790,-74.15553,389.0,,,11.9,2.75,14.288,
10:40:39 AM,10/23/2024,241023-104039-Mohonk.bin,Mohonk,0,-0.53,730.3,0.08,70.8,89.0,58,0.04,90.4,96.1,9.83,96.1,41.76789,-74.15554,389.5,,,11.9,2.75,14.290,
10:40:08 AM,10/23/2024,241023-104007-Mohonk.bin,Mohonk,0,-0.56,730.4,0.06,70.7,88.9,58,0.04,90.4,96.4,9.87,96.4,41.76785,-74.15555,388.3,,,11.9,2.75,14.286,
10:39:43 AM,10/23/2024,241023-103943-Mohonk.bin,Mohonk,0,-0.58,730.5,0.08,70.7,89.0,58,0.04,90.4,96.6,9.89,96.6,0.00000,0.00000,0.0,,,11.9,2.75,14.280,
10:39:15 AM,10/23/2024,241023-103914-Mohonk.bin,Mohonk,0,-0.61,730.4,0.08,71.1,89.3,58,0.04,90.7,96.5,9.88,96.5,0.00000,0.00000,0.0,,,11.9,2.75,14.298,
11:04:59 AM,10/16/2024,241016-110458-Mohonk.bin,Mohonk,0,6.79,728.7,7.28,69.8,108.3,70,0.05,110.1,3.0,0.37,3.0,41.76788,-74.15555,388.8,,,11.9,2.76,6.381,
11:04:34 AM,10/16/2024,241016-110433-Mohonk.bin,Mohonk,0,-0.05,728.7,0.11,67.3,104.3,68,0.05,106.0,3.2,0.39,3.2,41.76788,-74.15553,391.0,,,11.9,2.76,6.442,
11:04:09 AM,10/16/2024,241016-110408-Mohonk.bin,Mohonk,0,-0.07,728.7,0.09,67.0,103.5,67,0.05,105.2,3.3,0.41,3.3,41.76785,-74.15549,390.9,,,11.9,2.76,6.521,
11:03:46 AM,10/16/2024,241016-110345-Mohonk.bin,Mohonk,0,-0.10,728.7,0.08,66.5,102.6,67,0.05,104.3,3.5,0.43,3.5,41.76784,-74.15550,383.3,,,11.9,2.76,6.608,
11:03:24 AM,10/16/2024,241016-110323-Mohonk.bin,Mohonk,0,-0.11,728.6,0.09,65.8,101.0,66,0.05,102.7,3.8,0.47,3.8,41.76787,-74.15554,380.6,,,11.9,2.76,6.718,
11:03:00 AM,10/16/2024,241016-110300-Mohonk.bin,Mohonk,0,-0.11,728.6,0.10,65.0,99.2,64,0.05,100.8,4.3,0.52,4.3,41.76786,-74.15553,386.6,,,11.9,2.76,6.950,
11:02:39 AM,10/16/2024,241016-110239-Mohonk.bin,Mohonk,0,-0.13,728.6,0.09,63.8,96.8,63,0.05,98.4,5.0,0.60,5.0,41.76787,-74.15557,385.1,,,11.9,2.76,7.153,
11:02:17 AM,10/16/2024,241016-110216-Mohonk.bin,Mohonk,0,-0.14,728.6,0.09,63.3,95.3,62,0.04,96.9,6.3,0.76,6.3,41.76787,-74.15558,386.2,,,11.9,2.76,7.433,
11:01:52 AM,10/16/2024,241016-110151-Mohonk.bin,Mohonk,0,-0.11,728.5,0.15,63.1,94.4,61,0.04,96.0,8.8,1.05,8.8,41.76787,-74.15556,385.6,,,11.9,2.76,7.662,
11:01:28 AM,10/16/2024,241016-110127-Mohonk.bin,Mohonk,0,-0.12,728.6,0.19,63.2,93.9,61,0.04,95.5,12.3,1.46,12.3,41.76788,-74.15556,384.9,,,11.9,2.76,7.896,
11:01:07 AM,10/16/2024,241016-110106-Mohonk.bin,Mohonk,0,-0.17,728.6,0.15,63.4,93.6,61,0.04,95.2,15.8,1.86,15.8,41.76788,-74.15556,384.2,,,11.9,2.76,8.081,
11:00:29 AM,10/16/2024,241016-110029-Mohonk.bin,Mohonk,0,-0.01,728.5,0.29,63.7,93.4,61,0.04,95.0,21.0,2.47,21.0,41.76785,-74.15552,386.8,,,11.9,2.76,8.366,
11:00:03 AM,10/16/2024,241016-110003-Mohonk.bin,Mohonk,0,-0.08,728.5,0.45,63.8,93.2,61,0.04,94.9,23.9,2.80,23.9,41.76791,-74.15556,386.6,,,11.9,2.76,8.464,
10:59:41 AM,10/16/2024,241016-105941-Mohonk.bin,Mohonk,0,-0.18,728.6,0.23,64.0,93.3,61,0.04,94.9,26.3,3.07,26.3,41.76787,-74.15558,382.3,,,12.0,2.76,8.548,
10:59:04 AM,10/16/2024,241016-105903-Mohonk.bin,Mohonk,0,-0.20,728.6,0.18,64.5,93.4,61,0.04,95.0,33.6,3.90,33.6,41.76790,-74.15557,382.9,,,11.9,2.76,8.837,
10:58:40 AM,10/16/2024,241016-105840-Mohonk.bin,Mohonk,0,-0.12,728.6,0.44,65.7,93.8,61,0.04,95.5,40.9,4.70,40.9,41.76790,-74.15556,381.9,,,12.0,2.76,9.293,
10:58:12 AM,10/16/2024,241016-105811-Mohonk.bin,Mohonk,0,-0.16,728.5,0.42,67.0,93.4,61,0.04,95.0,49.8,5.59,49.8,41.76789,-74.15556,381.3,,,11.9,2.76,10.192,
10:57:46 AM,10/16/2024,241016-105746-Mohonk.bin,Mohonk,0,-0.14,728.5,0.60,67.9,93.5,61,0.04,95.1,57.2,6.35,57.2,41.76788,-74.15556,382.6,,,11.9,2.76,10.669,
10:57:22 AM,10/16/2024,241016-105721-Mohonk.bin,Mohonk,0,-0.30,728.5,0.21,69.5,93.4,61,0.04,95.0,66.7,7.24,66.7,41.76787,-74.15558,386.2,,,11.9,2.76,11.650,
10:56:56 AM,10/16/2024,241016-105655-Mohonk.bin,Mohonk,0,-0.36,728.5,0.15,71.0,91.0,59,0.04,92.5,81.5,8.50,81.5,41.76789,-74.15558,388.5,,,11.9,2.76,13.473,
10:56:22 AM,10/16/2024,241016-105621-Mohonk.bin,Mohonk,0,-0.36,728.5,0.14,71.1,90.7,59,0.04,92.2,87.3,9.06,87.3,41.76791,-74.15557,387.6,,,11.9,2.76,13.714,
10:55:58 AM,10/16/2024,241016-105557-Mohonk.bin,Mohonk,0,-0.40,728.5,0.13,71.2,90.6,59,0.04,92.1,87.9,9.11,87.9,41.76787,-74.15555,385.4,,,11.9,2.76,13.755,
10:55:32 AM,10/16/2024,241016-105532-Mohonk.bin,Mohonk,0,-0.37,728.5,0.26,71.2,90.6,59,0.04,92.0,88.4,9.15,88.4,41.76785,-74.15556,380.3,,,11.9,2.76,13.804,
10:55:10 AM,10/16/2024,241016-105509-Mohonk.bin,Mohonk,0,-0.37,728.5,0.16,71.2,90.6,59,0.04,92.0,88.6,9.16,88.6,41.76786,-74.15559,381.3,,,11.9,2.76,13.815,
10:54:24 AM,10/16/2024,241016-105424-Mohonk.bin,Mohonk,0,-0.37,728.5,0.18,71.2,90.5,59,0.04,92.0,88.7,9.17,88.7,41.76790,-74.15557,378.7,,,11.9,2.76,13.821,
10:54:02 AM,10/16/2024,241016-105401-Mohonk.bin,Mohonk,0,-0.39,728.5,0.18,71.2,90.5,59,0.04,92.0,88.7,9.18,88.7,41.76791,-74.15562,377.0,,,11.9,2.76,13.826,
10:53:37 AM,10/16/2024,241016-105337-Mohonk.bin,Mohonk,0,-0.36,728.5,0.17,71.2,90.5,59,0.04,92.0,88.8,9.19,88.8,41.76789,-74.15558,381.1,,,11.9,2.76,13.833,
10:53:13 AM,10/16/2024,241016-105312-Mohonk.bin,Mohonk,0,-0.37,728.5,0.16,71.3,90.6,59,0.04,92.0,89.0,9.20,89.0,41.76788,-74.15558,382.0,,,11.9,2.76,13.839,
10:52:50 AM,10/16/2024,241016-105249-Mohonk.bin,Mohonk,0,-0.39,728.5,0.18,71.3,90.6,59,0.04,92.0,89.1,9.21,89.1,41.76790,-74.15558,381.2,,,11.9,2.76,13.841,
10:52:28 AM,10/16/2024,241016-105228-Mohonk.bin,Mohonk,0,-0.39,728.6,0.14,71.2,90.5,59,0.04,91.9,89.1,9.21,89.1,41.76791,-74.15559,381.5,,,11.9,2.76,13.845,
10:52:06 AM,10/16/2024,241016-105205-Mohonk.bin,Mohonk,0,-0.39,728.6,0.15,71.2,90.5,59,0.04,91.9,89.2,9.22,89.2,41.76790,-74.15558,384.2,,,11.9,2.76,13.851,
10:51:44 AM,10/16/2024,241016-105144-Mohonk.bin,Mohonk,0,-0.37,728.5,0.18,71.2,90.5,59,0.04,92.0,89.2,9.22,89.2,41.76789,-74.15557,385.0,,,11.9,2.76,13.855,
10:51:23 AM,10/16/2024,241016-105122-Mohonk.bin,Mohonk,0,-0.38,728.5,0.15,71.2,90.5,59,0.04,92.0,89.3,9.23,89.3,41.76788,-74.15556,385.2,,,11.9,2.76,13.856,
10:51:01 AM,10/16/2024,241016-105100-Mohonk.bin,Mohonk,0,-0.38,728.6,0.20,71.2,90.5,59,0.04,91.9,89.2,9.22,89.2,41.76785,-74.15557,386.0,,,11.9,2.76,13.858,
10:50:39 AM,10/16/2024,241016-105039-Mohonk.bin,Mohonk,0,-0.35,728.5,0.16,71.2,90.5,59,0.04,91.9,89.1,9.21,89.1,41.76788,-74.15558,386.3,,,11.9,2.76,13.861,
10:50:16 AM,10/16/2024,241016-105015-Mohonk.bin,Mohonk,0,-0.40,728.5,0.13,71.3,90.5,59,0.04,92.0,89.1,9.21,89.1,41.76786,-74.15560,387.4,,,11.9,2.76,13.865,
10:49:51 AM,10/16/2024,241016-104951-Mohonk.bin,Mohonk,0,-0.36,728.5,0.18,71.3,90.5,59,0.04,92.0,89.1,9.21,89.1,41.76788,-74.15560,386.8,,,11.9,2.76,13.866,
10:49:13 AM,10/16/2024,241016-104913-Mohonk.bin,Mohonk,0,-0.39,728.5,0.16,71.2,90.5,59,0.04,91.9,89.2,9.22,89.2,41.76790,-74.15559,385.9,,,11.9,2.76,13.867,
10:48:49 AM,10/16/2024,241016-104848-Mohonk.bin,Mohonk,0,-0.37,728.5,0.15,71.2,90.4,59,0.04,91.9,89.4,9.24,89.4,41.76790,-74.15556,382.3,,,11.9,2.76,13.870,
10:48:26 AM,10/16/2024,241016-104825-Mohonk.bin,Mohonk,0,-0.40,728.5,0.12,71.2,90.5,59,0.04,91.9,89.4,9.24,89.4,41.76790,-74.15559,384.6,,,11.9,2.76,13.877,
10:48:03 AM,10/16/2024,241016-104803-Mohonk.bin,Mohonk,0,-0.37,728.5,0.14,71.3,90.5,59,0.04,92.0,89.3,9.22,89.3,41.76791,-74.15556,378.6,,,11.9,2.76,13.882,
10:47:38 AM,10/16/2024,241016-104737-Mohonk.bin,Mohonk,0,-0.40,728.5,0.11,71.3,90.5,59,0.04,91.9,89.3,9.23,89.3,41.76790,-74.15556,378.5,,,11.9,2.76,13.885,
10:47:11 AM,10/16/2024,241016-104711-Mohonk.bin,Mohonk,0,-0.40,728.5,0.10,71.3,90.5,59,0.04,91.9,89.6,9.25,89.6,41.76787,-74.15557,381.4,,,11.9,2.76,13.889,
10:46:48 AM,10/16/2024,241016-104647-Mohonk.bin,Mohonk,0,-0.39,728.5,0.13,71.3,90.4,59,0.04,91.9,89.9,9.28,89.9,41.76785,-74.15556,377.9,,,11.9,2.76,13.897,
10:46:22 AM,10/16/2024,241016-104621-Mohonk.bin,Mohonk,0,-0.39,728.5,0.11,71.3,90.4,59,0.04,91.9,90.3,9.32,90.3,41.76792,-74.15556,375.5,,,11.9,2.76,13.936,
10:45:55 AM,10/16/2024,241016-104555-Mohonk.bin,Mohonk,0,-0.40,728.5,0.09,71.3,90.4,59,0.04,91.9,90.6,9.35,90.6,41.76793,-74.15553,375.1,,,11.9,2.76,13.940,
10:45:33 AM,10/16/2024,241016-104533-Mohonk.bin,Mohonk,0,-0.41,728.5,0.12,71.3,90.4,59,0.04,91.9,90.9,9.38,90.9,41.76791,-74.15556,379.4,,,11.9,2.76,13.943,
10:45:09 AM,10/16/2024,241016-104508-Mohonk.bin,Mohonk,0,-0.40,728.5,0.07,71.3,90.4,59,0.04,91.9,91.5,9.44,91.5,41.76792,-74.15554,380.7,,,11.9,2.76,13.944,
10:44:40 AM,10/16/2024,241016-104440-Mohonk.bin,Mohonk,0,-0.45,728.5,0.11,71.3,90.5,59,0.04,91.9,92.4,9.53,92.4,41.76788,-74.15559,383.1,,,11.9,2.76,13.935,
10:44:10 AM,10/16/2024,241016-104409-Mohonk.bin,Mohonk,0,-0.43,728.5,0.11,71.4,90.5,59,0.04,92.0,94.3,9.74,94.3,41.76786,-74.15559,380.4,,,11.9,2.76,13.919,
11:19:56 AM,10/9/2024,241009-111955-Mohonk.bin,Mohonk,0,0.40,726.2,0.36,67.9,105.7,69,0.05,107.4,2.7,0.34,2.7,41.76786,-74.15555,378.8,,,11.9,2.77,6.271,
11:19:28 AM,10/9/2024,241009-111928-Mohonk.bin,Mohonk,0,0.05,726.2,0.13,66.3,103.1,67,0.05,104.8,2.8,0.35,2.8,41.76788,-74.15558,377.9,,,11.9,2.77,6.335,
11:19:03 AM,10/9/2024,241009-111903-Mohonk.bin,Mohonk,0,-0.02,726.1,0.12,65.5,101.4,66,0.05,103.0,3.0,0.37,3.0,41.76788,-74.15559,377.1,,,11.9,2.77,6.462,
11:18:38 AM,10/9/2024,241009-111838-Mohonk.bin,Mohonk,0,0.02,726.2,0.15,65.3,100.9,66,0.05,102.5,3.2,0.40,3.2,41.76788,-74.15559,376.9,,,11.9,2.77,6.527,
11:18:02 AM,10/9/2024,241009-111801-Mohonk.bin,Mohonk,0,-0.04,726.3,0.08,64.9,99.8,65,0.05,101.5,3.6,0.45,3.6,41.76786,-74.15556,378.9,,,11.9,2.77,6.710,
11:17:35 AM,10/9/2024,241009-111734-Mohonk.bin,Mohonk,0,-0.03,726.2,0.09,63.7,97.5,63,0.05,99.1,4.3,0.52,4.3,41.76785,-74.15559,381.7,,,11.9,2.77,6.838,
11:16:57 AM,10/9/2024,241009-111656-Mohonk.bin,Mohonk,0,-0.08,726.1,0.11,62.4,94.6,62,0.04,96.2,5.8,0.70,5.8,41.76783,-74.15559,376.9,,,11.9,2.77,7.180,
11:16:22 AM,10/9/2024,241009-111622-Mohonk.bin,Mohonk,0,-0.03,726.3,0.18,62.5,94.4,61,0.04,96.0,9.0,1.08,9.0,41.76784,-74.15559,377.0,,,11.9,2.77,7.334,
11:15:54 AM,10/9/2024,241009-111553-Mohonk.bin,Mohonk,0,0.01,726.3,0.47,62.8,94.0,61,0.04,95.6,14.2,1.69,14.2,41.76784,-74.15558,373.6,,,11.9,2.77,7.618,
11:15:28 AM,10/9/2024,241009-111528-Mohonk.bin,Mohonk,0,-0.08,726.2,0.19,62.9,93.7,61,0.04,95.3,18.7,2.22,18.7,41.76785,-74.15555,370.8,,,11.9,2.77,7.811,
11:15:04 AM,10/9/2024,241009-111504-Mohonk.bin,Mohonk,0,0.04,726.3,0.36,63.1,93.5,61,0.04,95.1,24.6,2.91,24.6,41.76782,-74.15559,376.8,,,11.9,2.77,7.963,
11:14:40 AM,10/9/2024,241009-111440-Mohonk.bin,Mohonk,0,-0.01,726.2,0.32,63.6,93.5,61,0.04,95.1,31.4,3.69,31.4,41.76785,-74.15557,377.3,,,11.9,2.77,8.248,
11:14:15 AM,10/9/2024,241009-111414-Mohonk.bin,Mohonk,0,0.10,726.2,0.42,64.0,92.8,60,0.04,94.5,36.5,4.25,36.5,41.76784,-74.15558,378.6,,,11.9,2.77,8.736,
11:13:39 AM,10/9/2024,241009-111339-Mohonk.bin,Mohonk,0,0.04,726.2,0.32,64.6,92.6,60,0.04,94.2,44.3,5.10,44.3,41.76783,-74.15562,382.8,,,11.9,2.77,9.151,
11:13:06 AM,10/9/2024,241009-111306-Mohonk.bin,Mohonk,0,-0.06,726.3,0.40,65.1,92.7,60,0.04,94.4,49.2,5.64,49.2,41.76786,-74.15562,389.1,,,11.9,2.77,9.392,
11:12:36 AM,10/9/2024,241009-111236-Mohonk.bin,Mohonk,0,-0.07,726.3,0.29,65.8,92.5,60,0.04,94.1,54.6,6.18,54.6,41.76783,-74.15562,386.6,,,11.9,2.77,9.910,
11:12:06 AM,10/9/2024,241009-111205-Mohonk.bin,Mohonk,0,-0.18,726.2,0.37,66.9,92.6,60,0.04,94.2,58.5,6.53,58.5,41.76783,-74.15561,383.3,,,11.9,2.77,10.469,
11:11:44 AM,10/9/2024,241009-111143-Mohonk.bin,Mohonk,0,-0.14,726.2,0.38,67.6,92.4,60,0.04,94.0,59.9,6.61,59.9,41.76783,-74.15559,377.4,,,11.9,2.77,10.960,
11:11:03 AM,10/9/2024,241009-111102-Mohonk.bin,Mohonk,0,-0.10,726.2,0.47,68.6,92.6,60,0.04,94.2,63.2,6.90,63.2,41.76784,-74.15554,371.7,,,12.0,2.77,11.437,
11:10:20 AM,10/9/2024,241009-111020-Mohonk.bin,Mohonk,0,-0.22,726.2,0.42,70.4,92.6,60,0.04,94.2,69.8,7.44,69.8,41.76779,-74.15549,365.1,,,11.9,2.77,12.456,
11:09:58 AM,10/9/2024,241009-110958-Mohonk.bin,Mohonk,0,-0.18,726.2,0.50,71.4,92.6,60,0.04,94.2,72.5,7.63,72.5,41.76777,-74.15548,366.0,,,11.9,2.77,13.007,
11:09:31 AM,10/9/2024,241009-110930-Mohonk.bin,Mohonk,0,-0.20,726.3,0.39,72.7,92.9,60,0.04,94.4,74.8,7.77,74.8,41.76779,-74.15547,361.8,,,11.9,2.77,13.619,
11:08:54 AM,10/9/2024,241009-110854-Mohonk.bin,Mohonk,0,-0.26,726.2,0.51,74.5,92.6,60,0.04,94.0,78.9,8.00,78.9,41.76781,-74.15554,366.0,,,11.9,2.77,14.734,
11:08:20 AM,10/9/2024,241009-110820-Mohonk.bin,Mohonk,0,-0.25,726.3,0.55,77.0,92.3,60,0.04,93.6,87.7,8.60,87.7,41.76783,-74.15556,366.8,,,12.0,2.77,16.299,
11:08:00 AM,10/9/2024,241009-110800-Mohonk.bin,Mohonk,0,-0.29,726.2,0.42,77.2,91.1,59,0.04,92.3,95.4,9.22,95.4,41.76780,-74.15549,360.1,,,11.9,2.77,16.996,
11:07:37 AM,10/9/2024,241009-110736-Mohonk.bin,Mohonk,0,-0.36,726.3,0.23,77.2,90.6,59,0.04,91.7,97.6,9.38,97.6,41.76779,-74.15547,356.5,,,11.9,2.77,17.280,
11:07:15 AM,10/9/2024,241009-110715-Mohonk.bin,Mohonk,0,-0.38,726.3,0.21,77.2,90.6,59,0.04,91.7,97.8,9.40,97.8,41.76785,-74.15546,350.3,,,11.9,2.77,17.288,
11:06:52 AM,10/9/2024,241009-110651-Mohonk.bin,Mohonk,0,-0.40,726.2,0.20,77.2,90.6,59,0.04,91.7,98.0,9.41,98.0,41.76786,-74.15555,369.2,,,11.9,2.77,17.293,
11:06:20 AM,10/9/2024,241009-110620-Mohonk.bin,Mohonk,0,-0.38,726.3,0.22,77.2,90.5,59,0.04,91.7,98.1,9.42,98.1,41.76788,-74.15563,381.5,,,11.9,2.77,17.296,
11:05:57 AM,10/9/2024,241009-110557-Mohonk.bin,Mohonk,0,-0.40,726.3,0.21,77.2,90.5,59,0.04,91.7,98.1,9.42,98.1,41.76787,-74.15561,378.3,,,11.9,2.77,17.305,
11:05:37 AM,10/9/2024,241009-110537-Mohonk.bin,Mohonk,0,-0.41,726.3,0.23,77.2,90.5,59,0.04,91.7,98.2,9.43,98.2,41.76788,-74.15563,383.5,,,11.9,2.77,17.304,
11:05:04 AM,10/9/2024,241009-110504-Mohonk.bin,Mohonk,0,-0.40,726.3,0.19,77.2,90.5,59,0.04,91.7,98.2,9.43,98.2,41.76787,-74.15562,380.1,,,11.9,2.77,17.310,
11:04:39 AM,10/9/2024,241009-110438-Mohonk.bin,Mohonk,0,-0.39,726.3,0.26,77.2,90.5,59,0.04,91.6,98.3,9.43,98.3,0.00000,0.00000,0.0,,,11.9,2.77,17.320,
11:04:15 AM,10/9/2024,241009-110414-Mohonk.bin,Mohonk,0,-0.38,726.2,0.26,77.2,90.5,59,0.04,91.6,98.2,9.43,98.2,0.00000,0.00000,0.0,,,11.9,2.77,17.323,
11:03:53 AM,10/9/2024,241009-110353-Mohonk.bin,Mohonk,0,-0.38,726.3,0.27,77.2,90.5,59,0.04,91.6,98.4,9.44,98.4,41.76796,-74.15559,384.9,,,11.9,2.77,17.325,
11:03:20 AM,10/9/2024,241009-110320-Mohonk.bin,Mohonk,0,-0.41,726.2,0.23,77.2,90.5,59,0.04,91.6,98.4,9.44,98.4,41.76785,-74.15564,387.0,,,11.9,2.77,17.327,
11:02:57 AM,10/9/2024,241009-110256-Mohonk.bin,Mohonk,0,-0.38,726.3,0.27,77.2,90.5,59,0.04,91.6,98.4,9.44,98.4,41.76791,-74.15568,384.3,,,12.0,2.77,17.327,
11:02:34 AM,10/9/2024,241009-110234-Mohonk.bin,Mohonk,0,-0.37,726.3,0.29,77.2,90.5,59,0.04,91.6,98.4,9.45,98.4,41.76787,-74.15560,383.2,,,12.0,2.77,17.330,
11:02:14 AM,10/9/2024,241009-110213-Mohonk.bin,Mohonk,0,-0.39,726.3,0.27,77.2,90.5,59,0.04,91.6,98.5,9.45,98.5,0.00000,0.00000,0.0,,,11.9,2.77,17.332,
11:01:47 AM,10/9/2024,241009-110147-Mohonk.bin,Mohonk,0,-0.39,726.3,0.28,77.2,90.5,59,0.04,91.6,98.5,9.46,98.5,0.00000,0.00000,0.0,,,11.9,2.77,17.330,
11:01:22 AM,10/9/2024,241009-110122-Mohonk.bin,Mohonk,0,-0.36,726.3,0.28,77.2,90.4,59,0.04,91.6,98.6,9.46,98.6,0.00000,0.00000,0.0,,,11.9,2.77,17.338,
11:00:58 AM,10/9/2024,241009-110058-Mohonk.bin,Mohonk,0,-0.39,726.3,0.22,77.2,90.5,59,0.04,91.6,98.6,9.46,98.6,0.00000,0.00000,0.0,,,11.9,2.77,17.344,
11:00:29 AM,10/9/2024,241009-110029-Mohonk.bin,Mohonk,0,-0.36,726.4,0.31,77.3,90.5,59,0.04,91.6,98.5,9.45,98.5,0.00000,0.00000,0.0,,,11.9,2.77,17.356,
11:00:07 AM,10/9/2024,241009-110006-Mohonk.bin,Mohonk,0,-0.33,726.3,0.29,77.3,90.5,59,0.04,91.6,98.6,9.45,98.6,0.00000,0.00000,0.0,,,11.9,2.77,17.366,
10:59:36 AM,10/9/2024,241009-105935-Mohonk.bin,Mohonk,0,-0.34,726.3,0.28,77.4,90.5,59,0.04,91.7,99.0,9.49,99.0,0.00000,0.00000,0.0,,,11.9,2.77,17.389,
