sample_no,site_no,Depth_m,collect_date,collect_time,leaf,season,ice,temp_C_Hanna,cond_uScm_Hanna,TDS_hanna,pH_Hanna,SecchiDepth_m,DOC_fluor,Turbidity_fluor,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent,Depth_at_Slab,IceThickness_cm,IceCover_percent,Comment,
4,MOHK_D10,10,2025-01-29,10:30,no,winter,yes,,,,,,,,2.7,9.93,78.1,,,,,
4,MOHK_D10,11,2025-01-29,10:30,no,winter,yes,,,,,,,,3,9.38,74.4,,,,,
4,MOHK_D10,12,2025-01-29,10:30,no,winter,yes,,,,,,,,3.2,7.89,62.9,,,,,
5,MOHK_D10,0,2025-02-04,11:44,no,winter,yes,0.5,138,83,7.63,n/a,,,1.5,12.23,91.3,,22,100%,AJG- Ice thickness measured off the end of the dock,
5,MOHK_D10,1,2025-02-04,11:44,no,winter,yes,2.7,128,78,8.38,,,,2.1,11.94,90.7,,,,,
5,MOHK_D10,2,2025-02-04,11:44,no,winter,yes,,,,,,,,2.1,11.93,90.5,,,,,
5,MOHK_D10,3,2025-02-04,11:44,no,winter,yes,,,,,,,,2.1,11.9,90.3,,,,,
5,MOHK_D10,4,2025-02-04,11:44,no,winter,yes,,,,,,,,2,11.95,90.5,,,,,
5,MOHK_D10,5,2025-02-04,11:44,no,winter,yes,,,,,,,,2.1,11.87,90,,,,,
5,MOHK_D10,6,2025-02-04,11:44,no,winter,yes,,,,,,,,2.1,11.77,89.2,,,,,
5,MOHK_D10,7,2025-02-04,11:44,no,winter,yes,,,,,,,,2.1,1.66,88.4,,,,,
5,MOHK_D10,8,2025-02-04,11:44,no,winter,yes,,,,,,,,2.2,11,83.7,,,,,
5,MOHK_D10,9,2025-02-04,11:44,no,winter,yes,,,,,,,,2.4,10.2,78.1,,,,,
5,MOHK_D10,10,2025-02-04,11:44,no,winter,yes,,,,,,,,2.8,9.71,75.2,,,,,
5,MOHK_D10,11,2025-02-04,11:44,no,winter,yes,,,,,,,,3.1,9.17,71.5,,,,,
5,MOHK_D10,12,2025-02-04,11:44,no,winter,yes,,,,,,,,3.3,7.9,61.9,,,,,
6,MOHK_D10,0,2025-02-12,9:30,no,winter,yes,1.2,106,62,7.61,n/a,,,0.1,13.19,93.5,,27.5,100%,AJG-Ice thickness measured off end of dock,
6,MOHK_D10,1,2025-02-12,9:30,no,winter,yes,2.3,119,81,7.97,,,,1.9,12.24,91.1,,,,,
6,MOHK_D10,2,2025-02-12,9:30,no,winter,yes,,,,,,,,2,12.07,90.3,,,,,
6,MOHK_D10,3,2025-02-12,9:30,no,winter,yes,,,,,,,,2.1,12.02,90,,,,,
6,MOHK_D10,4,2025-02-12,9:30,no,winter,yes,,,,,,,,2.1,11.97,89.6,,,,,
6,MOHK_D10,5,2025-02-12,9:30,no,winter,yes,,,,,,,,2.1,11.81,88.6,,,,,
6,MOHK_D10,6,2025-02-12,9:30,no,winter,yes,,,,,,,,2.2,11.46,86.1,,,,,
6,MOHK_D10,7,2025-02-12,9:30,no,winter,yes,,,,,,,,2.2,11.81,88.1,,,,,
6,MOHK_D10,8,2025-02-12,9:30,no,winter,yes,,,,,,,,2.3,11.16,84.1,,,,,
6,MOHK_D10,9,2025-02-12,9:30,no,winter,yes,,,,,,,,2.6,10.13,76.9,,,,,
6,MOHK_D10,10,2025-02-12,9:30,no,winter,yes,,,,,,,,2.9,9.6,73.5,,,,,
6,MOHK_D10,11,2025-02-12,9:30,no,winter,yes,,,,,,,,3.2,8.99,69.3,,,,,
6,MOHK_D10,12,2025-02-12,9:30,no,winter,yes,,,,,,,,3.3,8.26,63.9,,,,,
7,MOHK_D10,0,2025-02-20,10:00,no,winter,yes,0.5,100,48,5.13,N/A,,,0.4,13.76,99.6,,30,100%,SMD-ice thinkness measured off end of dock,
7,MOHK_D10,1,2025-02-20,10:00,no,winter,yes,1.6,106,68,5.14,,,,1.8,12.36,92.9,,,,,
7,MOHK_D10,2,2025-02-20,10:00,no,winter,yes,,,,,,,,2.1,11.75,89.1,,,,,
7,MOHK_D10,3,2025-02-20,10:00,no,winter,yes,,,,,,,,2.1,11.63,88.3,,,,,
7,MOHK_D10,4,2025-02-20,10:00,no,winter,yes,,,,,,,,2.2,11.61,88.2,,,,,
7,MOHK_D10,5,2025-02-20,10:00,no,winter,yes,,,,,,,,2.2,11.58,88,,,,,
7,MOHK_D10,6,2025-02-20,10:00,no,winter,yes,,,,,,,,2.2,11.35,86.3,,,,,
7,MOHK_D10,7,2025-02-20,10:00,no,winter,yes,,,,,,,,2.3,11,83.9,,,,,
7,MOHK_D10,8,2025-02-20,10:00,no,winter,yes,,,,,,,,2.4,10.57,80.7,,,,,
7,MOHK_D10,9,2025-02-20,10:00,no,winter,yes,,,,,,,,2.6,10.06,77.2,,,,,
7,MOHK_D10,10,2025-02-20,10:00,no,winter,yes,,,,,,,,2.9,9.21,71.3,,,,,
7,MOHK_D10,11,2025-02-20,10:00,no,winter,yes,,,,,,,,3.1,8.87,69,,,,,
7,MOHK_D10,12,2025-02-20,10:00,no,winter,yes,,,,,,,,3.3,8.6,67.3,,,,,
8,MOHK_D10,0,2025-02-26,11:40,no,winter,yes,0.9,99,6,6.47,N/A,,,2.8,12.1,94,,40,100%,AJG-Ice thickness measured off end of dock,
8,MOHK_D10,1,2025-02-26,11:40,no,winter,yes,2.8,133,93,7.17,,,,2.6,11.62,89.8,,,,,
8,MOHK_D10,2,2025-02-26,11:40,no,winter,yes,,,,,,,,2.7,11.33,87.7,,,,,
8,MOHK_D10,3,2025-02-26,11:40,no,winter,yes,,,,,,,,2.5,11.28,86.9,,,,,
8,MOHK_D10,4,2025-02-26,11:40,no,winter,yes,,,,,,,,2.5,11.08,85.3,,,,,
8,MOHK_D10,5,2025-02-26,11:40,no,winter,yes,,,,,,,,2.5,11.04,84.9,,,,,
8,MOHK_D10,6,2025-02-26,11:40,no,winter,yes,,,,,,,,2.5,10.98,84.4,,,,,
8,MOHK_D10,7,2025-02-26,11:40,no,winter,yes,,,,,,,,2.5,10.7,82.4,,,,,
8,MOHK_D10,8,2025-02-26,11:40,no,winter,yes,,,,,,,,2.5,10.33,79.5,,,,,
8,MOHK_D10,9,2025-02-26,11:40,no,winter,yes,,,,,,,,2.6,9.84,76,,,,,
8,MOHK_D10,10,2025-02-26,11:40,no,winter,yes,,,,,,,,2.8,9.86,76.4,,,,,
8,MOHK_D10,11,2025-02-26,11:40,no,winter,yes,,,,,,,,3,9.22,71.9,,,,,
8,MOHK_D10,12,2025-02-26,11:40,no,winter,yes,,,,,,,,3.2,8.05,63.2,,,,,
9,MOHK_D10,0,2025-03-04,12:00,no,winter,yes,0.8,103,61,7.77,N/A,,,1.9,11.61,87,,33,100%,SMD-Ice thickness measured off end of dock,
9,MOHK_D10,1,2025-03-04,12:00,no,winter,yes,3.6,149,90,8.66,,,,2.6,11.83,90.4,,,,,
9,MOHK_D10,2,2025-03-04,12:00,no,winter,yes,,,,,,,,2.7,11.73,90,,,,,
9,MOHK_D10,3,2025-03-04,12:00,no,winter,yes,,,,,,,,2.7,11.73,90,,,,,
9,MOHK_D10,4,2025-03-04,12:00,no,winter,yes,,,,,,,,2.7,11.72,90,,,,,
9,MOHK_D10,5,2025-03-04,12:00,no,winter,yes,,,,,,,,2.8,11.79,90.6,,,,,
9,MOHK_D10,6,2025-03-04,12:00,no,winter,yes,,,,,,,,2.8,11.79,90.6,,,,,
9,MOHK_D10,7,2025-03-04,12:00,no,winter,yes,,,,,,,,2.8,11.75,90.3,,,,,
9,MOHK_D10,8,2025-03-04,12:00,no,winter,yes,,,,,,,,2.8,11.69,89.8,,,,,
9,MOHK_D10,9,2025-03-04,12:00,no,winter,yes,,,,,,,,2.8,11.61,89.2,,,,,
9,MOHK_D10,10,2025-03-04,12:00,no,winter,yes,,,,,,,,2.9,9.59,73.9,,,,,
9,MOHK_D10,11,2025-03-04,12:00,no,winter,yes,,,,,,,,3.1,8.79,68.1,,,,,
9,MOHK_D10,12,2025-03-04,12:00,no,winter,yes,,,,,,,,3.3,8.2,63.9,,,,,
10,MOHK_D10,0,2025-03-12,11:45,no,winter,yes,1.1,69,47,7.55,N/A,,,2.1,11.4,86.4,,16,100%,SMD-Ice thickness measured off end of dock,
10,MOHK_D10,1,2025-03-12,11:45,no,winter,yes,4.3,125,68,8,,,,3.3,11.79,92.3,,,,,
10,MOHK_D10,2,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.87,93.1,,,,,
10,MOHK_D10,3,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.88,93.1,,,,,
10,MOHK_D10,4,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.84,92.8,,,,,
10,MOHK_D10,5,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.79,92.4,,,,,
10,MOHK_D10,6,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.74,92,,,,,
10,MOHK_D10,7,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.79,92.5,,,,,
10,MOHK_D10,8,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.84,92.8,,,,,
10,MOHK_D10,9,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.84,92.8,,,,,
10,MOHK_D10,10,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.78,92.4,,,,,
10,MOHK_D10,11,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.76,92.2,,,,,
10,MOHK_D10,12,2025-03-12,11:45,no,winter,yes,,,,,,,,3.4,11.51,90.3,,,,,
11,MOHK_D10,0,2025-03-18,10:30,no,winter,yes,3.8,85,50,7.53,5.4,,,3.7,11.03,86.7,,1,70,,
11,MOHK_D10,1,2025-03-18,10:30,no,winter,yes,4.1,101,63,8.46,,,,3.9,11.25,89,,,,,
11,MOHK_D10,2,2025-03-18,10:30,no,winter,yes,,,,,,,,3.9,11.27,89.2,,,,,
11,MOHK_D10,3,2025-03-18,10:30,no,winter,yes,,,,,,,,3.8,11.25,89,,,,,
11,MOHK_D10,4,2025-03-18,10:30,no,winter,yes,,,,,,,,3.8,11.27,89,,,,,
11,MOHK_D10,5,2025-03-18,10:30,no,winter,yes,,,,,,,,3.8,11.24,88.8,,,,,
11,MOHK_D10,6,2025-03-18,10:30,no,winter,yes,,,,,,,,3.8,11.29,89.2,,,,,
11,MOHK_D10,7,2025-03-18,10:30,no,winter,yes,,,,,,,,3.8,11.32,89.4,,,,,
11,MOHK_D10,8,2025-03-18,10:30,no,winter,yes,,,,,,,,3.8,11.27,89,,,,,
11,MOHK_D10,9,2025-03-18,10:30,no,winter,yes,,,,,,,,3.8,11.28,89.1,,,,,
11,MOHK_D10,10,2025-03-18,10:30,no,winter,yes,,,,,,,,3.9,11.49,90.8,,,,,
11,MOHK_D10,11,2025-03-18,10:30,no,winter,yes,,,,,,,,3.9,11.39,90.1,,,,,
11,MOHK_D10,12,2025-03-18,10:30,no,winter,yes,,,,,,,,3.8,11.25,88.9,,,,,
12,MOHK_D10,0,2025-03-26,11:30,no,spring,no,5.5,97,63,7.75,3.3,,,6.1,10.97,92.4,,0,0,AJG,
12,MOHK_D10,1,2025-03-26,11:30,no,spring,no,6,120,71,8.56,,,,5.6,10.83,90,,,,,
12,MOHK_D10,2,2025-03-26,11:30,no,spring,no,,,,,,,,5.1,10.83,88.8,,,,,
12,MOHK_D10,3,2025-03-26,11:30,no,spring,no,,,,,,,,4.9,10.84,88.6,,,,,
12,MOHK_D10,4,2025-03-26,11:30,no,spring,no,,,,,,,,4.8,10.83,88.4,,,,,
12,MOHK_D10,5,2025-03-26,11:30,no,spring,no,,,,,,,,4.7,10.82,87.8,,,,,
12,MOHK_D10,6,2025-03-26,11:30,no,spring,no,,,,,,,,4.6,10.79,87.4,,,,,
12,MOHK_D10,7,2025-03-26,11:30,no,spring,no,,,,,,,,4.6,10.77,87.2,,,,,
12,MOHK_D10,8,2025-03-26,11:30,no,spring,no,,,,,,,,4.5,10.74,86.8,,,,,
12,MOHK_D10,9,2025-03-26,11:30,no,spring,no,,,,,,,,4.5,10.74,86.8,,,,,
12,MOHK_D10,10,2025-03-26,11:30,no,spring,no,,,,,,,,4.4,10.69,86.3,,,,,
12,MOHK_D10,11,2025-03-26,11:30,no,spring,no,,,,,,,,4.4,10.66,86,,,,,
12,MOHK_D10,12,2025-03-26,11:30,no,spring,no,,,,,,,,4.4,10.63,85.7,,,,,
13,MOHK_D10,0,2025-04-02,11:40,no,spring,no,6,101,58,7.82,,,,6.6,11.39,95.8,,0,0,AJG,
13,MOHK_D10,1,2025-04-02,11:40,no,spring,no,6.2,142,88,8.49,,,,6.3,11.42,95.3,,,,,
13,MOHK_D10,2,2025-04-02,11:40,no,spring,no,,,,,,,,6.1,11.46,95.1,,,,,
13,MOHK_D10,3,2025-04-02,11:40,no,spring,no,,,,,,,,6,11.45,94.7,,,,,
13,MOHK_D10,4,2025-04-02,11:40,no,spring,no,,,,,,,,5.9,11.46,94.6,,,,,
13,MOHK_D10,5,2025-04-02,11:40,no,spring,no,,,,,,,,5.8,11.37,93.6,,,,,
13,MOHK_D10,6,2025-04-02,11:40,no,spring,no,6.5,118,70,7.31,,,,5.7,11.29,92.6,,,,,
13,MOHK_D10,7,2025-04-02,11:40,no,spring,no,,,,,,,,5.6,11.25,92.2,,,,,
13,MOHK_D10,8,2025-04-02,11:40,no,spring,no,,,,,,,,5.6,11.22,91.8,,,,,
13,MOHK_D10,9,2025-04-02,11:40,no,spring,no,,,,,,,,5.4,11.09,90.3,,,,,
13,MOHK_D10,10,2025-04-02,11:40,no,spring,no,,,,,,,,5.1,10.77,87,,,,,
13,MOHK_D10,11,2025-04-02,11:40,no,spring,no,,,,,,,,5,10.58,85.2,,,,,
13,MOHK_D10,12,2025-04-02,11:40,no,spring,no,5.3,97,57,6.87,,,,4.9,10.44,84,,,,,
14,MOHK_D10,0,2025-04-09,10:00,no,spring,no,6.2,90,53,7.05,4.9,,,6.3,11.67,98,,0,0,SMD,
14,MOHK_D10,1,2025-04-09,10:00,no,spring,no,6.1,91,55,8.14,,,,6.2,11.47,96.1,,,,,
14,MOHK_D10,2,2025-04-09,10:00,no,spring,no,,,,,,,,6.1,11.42,95.5,,,,,
14,MOHK_D10,3,2025-04-09,10:00,no,spring,no,,,,,,,,6,11.41,95.2,,,,,
14,MOHK_D10,4,2025-04-09,10:00,no,spring,no,,,,,,,,6,11.39,95,,,,,
14,MOHK_D10,5,2025-04-09,10:00,no,spring,no,,,,,,,,6,11.38,94.8,,,,,
14,MOHK_D10,6,2025-04-09,10:00,no,spring,no,8.2,121,67,7.38,,,,6,11.36,94.6,,,,,
14,MOHK_D10,7,2025-04-09,10:00,no,spring,no,,,,,,,,6,11.35,94.5,,,,,
14,MOHK_D10,8,2025-04-09,10:00,no,spring,no,,,,,,,,6,11.33,94.4,,,,,
14,MOHK_D10,9,2025-04-09,10:00,no,spring,no,,,,,,,,5.9,11.31,94.2,,,,,
14,MOHK_D10,10,2025-04-09,10:00,no,spring,no,,,,,,,,5.9,11.3,94,,,,,
14,MOHK_D10,11,2025-04-09,10:00,no,spring,no,,,,,,,,5.9,11.25,93.5,,,,,
14,MOHK_D10,12,2025-04-09,10:00,no,spring,no,6.9,119,75,8.67,,,,5.4,10,82,,,,,
15,MOHK_D10,0,2025-04-16,11:30,no,spring,no,7.2,91,57,8.27,2.2,,,7,11.33,98.6,,0,0,AJG,
15,MOHK_D10,1,2025-04-16,11:30,no,spring,no,6.5,95,58,7.9,,,,6.8,11.35,98.3,,,,,
15,MOHK_D10,2,2025-04-16,11:30,no,spring,no,,,,,,,,6.7,11.35,98,,,,,
15,MOHK_D10,3,2025-04-16,11:30,no,spring,no,,,,,,,,6.6,11.38,98,,,,,
15,MOHK_D10,4,2025-04-16,11:30,no,spring,no,,,,,,,,6.6,11.37,97.9,,,,,
15,MOHK_D10,5,2025-04-16,11:30,no,spring,no,,,,,,,,6.6,11.36,97.7,,,,,
15,MOHK_D10,6,2025-04-16,11:30,no,spring,no,6.5,94,57,7.52,,,,6.4,11.28,96.7,,,,,
15,MOHK_D10,7,2025-04-16,11:30,no,spring,no,,,,,,,,6.3,11.26,96.3,,,,,
15,MOHK_D10,8,2025-04-16,11:30,no,spring,no,,,,,,,,5.8,11.08,93.5,,,,,
15,MOHK_D10,9,2025-04-16,11:30,no,spring,no,,,,,,,,5.7,10.98,92.2,,,,,
15,MOHK_D10,10,2025-04-16,11:30,no,spring,no,,,,,,,,5.6,10.84,90.9,,,,,
15,MOHK_D10,11,2025-04-16,11:30,no,spring,no,,,,,,,,5.5,10.82,90.7,,,,,
15,MOHK_D10,12,2025-04-16,11:30,no,spring,no,5.8,94,56,7.4,,,,5.5,10.25,85.8,,,,,
16,MOHK_D10,0,2025-04-22,9:30,yes,spring,no,,,,,4.2,,,11.7,10.4,100.4,,0,0,SMD,"Van Dorn + Zoop @ 11m, forgot to do hanna at 0 m"
16,MOHK_D10,1,2025-04-22,9:30,yes,spring,no,11,101,61,9.2,,,,9.8,11.23,103.6,,,,,
16,MOHK_D10,2,2025-04-22,9:30,yes,spring,no,,,,,,,,9.7,11.23,103.4,,,,,
16,MOHK_D10,3,2025-04-22,9:30,yes,spring,no,,,,,,,,9.5,11.27,103.4,,,,,
16,MOHK_D10,4,2025-04-22,9:30,yes,spring,no,,,,,,,,9.3,11.25,102.8,,,,,
16,MOHK_D10,5,2025-04-22,9:30,yes,spring,no,,,,,,,,7.8,11.02,97.1,,,,,
16,MOHK_D10,6,2025-04-22,9:30,yes,spring,no,12.8,95,65,6.6,,,,7,10.8,93.2,,,,,
16,MOHK_D10,7,2025-04-22,9:30,yes,spring,no,,,,,,,,6.6,10.76,91.9,,,,,
16,MOHK_D10,8,2025-04-22,9:30,yes,spring,no,,,,,,,,6.4,10.7,90.8,,,,,
16,MOHK_D10,9,2025-04-22,9:30,yes,spring,no,,,,,,,,6.2,10.53,89,,,,,
16,MOHK_D10,10,2025-04-22,9:30,yes,spring,no,,,,,,,,6,10.37,87.3,,,,,
16,MOHK_D10,11,2025-04-22,9:30,yes,spring,no,9.2,97,59,6.55,,,,5.9,10.01,84,,,,,
16,MOHK_D10,12,2025-04-22,9:30,yes,spring,no,,,,,,,,5.8,9.69,81,,,,,
17,MOHK_D10,0,2025-04-30,10:00,yes,spring,no,14.3,86,51,7.1,,,,15,10.18,105.5,,0,0,AJG,Van Dorn + Zoop at 11 m
17,MOHK_D10,1,2025-04-30,10:00,yes,spring,no,15.3,98,54,7,,,,15.7,10.27,105.8,,,,,
17,MOHK_D10,2,2025-04-30,10:00,yes,spring,no,,,,,,,,15.2,10.53,107.2,,,,,
17,MOHK_D10,3,2025-04-30,10:00,yes,spring,no,,,,,,,,13.5,10.63,106.6,,,,,
17,MOHK_D10,4,2025-04-30,10:00,yes,spring,no,,,,,,,,11.2,10.84,103.3,,,,,
17,MOHK_D10,5,2025-04-30,10:00,yes,spring,no,,,,,,,,9.4,10.71,97.8,,,,,
17,MOHK_D10,6,2025-04-30,10:00,yes,spring,no,11.8,89,54,6.21,,,,8.1,10.5,93,,,,,
17,MOHK_D10,7,2025-04-30,10:00,yes,spring,no,,,,,,,,7.5,10.29,89.6,,,,,
17,MOHK_D10,8,2025-04-30,10:00,yes,spring,no,,,,,,,,6.9,10.3,88.4,,,,,
17,MOHK_D10,9,2025-04-30,10:00,yes,spring,no,,,,,,,,6.5,10.08,85.7,,,,,
17,MOHK_D10,10,2025-04-30,10:00,yes,spring,no,,,,,,,,6.2,9.75,82.3,,,,,
17,MOHK_D10,11,2025-04-30,10:00,yes,spring,no,8.6,93,53,6.04,,,,6,9.16,76.9,,,,,
17,MOHK_D10,12,2025-04-30,10:00,yes,spring,no,,,,,,,,5.9,7.82,65.6,,,,,
18,MOHK_D10,0,2025-05-07,11:30,yes,spring,no,16.2,87,53,,1.8,,,16.6,9.79,105.2,,0,0,SMD,Hanna done after field in lab
18,MOHK_D10,1,2025-05-07,11:30,yes,spring,no,16.1,89,59,7.57,,,,16.5,9.84,105.3,,,,,
18,MOHK_D10,2,2025-05-07,11:30,yes,spring,no,,,,,,,,16.2,9.85,104.9,,,,,
18,MOHK_D10,3,2025-05-07,11:30,yes,spring,no,,,,,,,,14.2,9.97,101.7,,,,,
18,MOHK_D10,4,2025-05-07,11:30,yes,spring,no,,,,,,,,11.4,10.23,98,,,,,
18,MOHK_D10,5,2025-05-07,11:30,yes,spring,no,,,,,,,,9.7,10.36,95.3,,,,,
18,MOHK_D10,6,2025-05-07,11:30,yes,spring,no,11.1,132,81,7.25,,,,8.6,9.96,89.2,,,,,
18,MOHK_D10,7,2025-05-07,11:30,yes,spring,no,,,,,,,,7.5,9.85,86,,,,,
18,MOHK_D10,8,2025-05-07,11:30,yes,spring,no,,,,,,,,6.8,9.79,83.9,,,,,
18,MOHK_D10,9,2025-05-07,11:30,yes,spring,no,,,,,,,,6.5,9.66,82.1,,,,,
18,MOHK_D10,10,2025-05-07,11:30,yes,spring,no,,,,,,,,6.2,8.55,72.1,,,,,
18,MOHK_D10,11,2025-05-07,11:30,yes,spring,no,9.7,123,59,7.05,,,,6,8.13,68.3,,,,,
18,MOHK_D10,12,2025-05-07,11:30,yes,spring,no,,,,,,,,5.9,7.12,59.6,,,,,
19,MOHK_D10,0,2025-05-14,10:30,yes,spring,no,16.3,79,47,6.5,2.1,,,17,9.92,106.9,,0,0,SMD,
19,MOHK_D10,1,2025-05-14,10:30,yes,spring,no,16.1,98,57,6.84,,,,16.5,10.13,108,,,,,
19,MOHK_D10,2,2025-05-14,10:30,yes,spring,no,,,,,,,,16.2,10.04,106.4,,,,,
19,MOHK_D10,3,2025-05-14,10:30,yes,spring,no,,,,,,,,15.6,9.92,103.6,,,,,
19,MOHK_D10,4,2025-05-14,10:30,yes,spring,no,,,,,,,,13.2,10.32,102.4,,,,,
