sample_no,site_no,Depth_m,collect_date,collect_time,leaf,season,ice,temp_C_Hanna,cond_uScm_Hanna,TDS_hanna,pH_Hanna,SecchiDepth_m,DOC_fluor,Turbidity_fluor,Temp_C_DOProbe,DO_mgpL,DO_Sat_Percent,Depth_at_Slab,IceThickness_cm,IceCover_percent,Comment,
37,MOHK_D10,9,2025-09-17,12:50,yes,summer,no,,,,,,,,8.2,3.37,29.8,,,,,
37,MOHK_D10,10,2025-09-17,12:50,yes,summer,no,,,,,,,,7.3,0.39,3.4,,,,,
37,MOHK_D10,11,2025-09-17,12:50,yes,summer,no,10.7,100,58,7.55,,,,6.9,0.3,2.5,,,,,
37,MOHK_D10,12,2025-09-17,12:50,yes,summer,no,,,,,,,,6.7,0.29,2.4,,,,,
38,MOHK_D10,0,2025-09-24,14:50,yes,autumn,no,18.6,79,47,6.4,2.2,,,20.3,9.03,104.4,,,,GSS,
38,MOHK_D10,1,2025-09-24,14:50,yes,autumn,no,20.3,79,48,6.4,,,,20,9.1,104.4,,,,5 non-auto stabled samples taken by YSI. Delete from file.,
38,MOHK_D10,2,2025-09-24,14:50,yes,autumn,no,,,,,,,,19.8,9.11,104.2,,,,,
38,MOHK_D10,3,2025-09-24,14:50,yes,autumn,no,,,,,,,,19.6,9.05,103,,,,,
38,MOHK_D10,4,2025-09-24,14:50,yes,autumn,no,,,,,,,,19.3,8.98,101.7,,,,,
38,MOHK_D10,5,2025-09-24,14:50,yes,autumn,no,,,,,,,,18.8,9.22,103.3,,,,,
38,MOHK_D10,6,2025-09-24,14:50,yes,autumn,no,14.7,81,44,6.42,,,,16,10.2,107.7,,,,,
38,MOHK_D10,7,2025-09-24,14:50,yes,autumn,no,,,,,,,,12.6,8.76,85.9,,,,,
38,MOHK_D10,8,2025-09-24,14:50,yes,autumn,no,,,,,,,,9.9,6.54,60.4,,,,,
38,MOHK_D10,9,2025-09-24,14:50,yes,autumn,no,,,,,,,,8.2,3.33,29.5,,,,,
38,MOHK_D10,10,2025-09-24,14:50,yes,autumn,no,,,,,,,,7.5,1.24,10.8,,,,,
38,MOHK_D10,11,2025-09-24,14:50,yes,autumn,no,9.6,96,58,6.38,,,,7,0.28,2.4,,,,,
38,MOHK_D10,12,2025-09-24,14:50,yes,autumn,no,,,,,,,,6.7,0.25,2.2,,,,,
39,MOHK_D10,0,2025-10-01,13:30,yes,autumn,no,19.4,79,47,6.66,4.7,,,18.7,9.21,102.5,,,,GSS,
39,MOHK_D10,1,2025-10-01,13:30,yes,autumn,no,18.9,79,48,6.5,,,,18.9,9.15,102.2,,,,,
39,MOHK_D10,2,2025-10-01,13:30,yes,autumn,no,,,,,,,,18.9,9.12,101.9,,,,,
39,MOHK_D10,3,2025-10-01,13:30,yes,autumn,no,,,,,,,,18.9,9.12,102,,,,,
39,MOHK_D10,4,2025-10-01,13:30,yes,autumn,no,,,,,,,,18.9,9.12,101.3,,,,,
39,MOHK_D10,5,2025-10-01,13:30,yes,autumn,no,,,,,,,,18.3,9.19,101.4,,,,,
39,MOHK_D10,6,2025-10-01,13:30,yes,autumn,no,15.8,86,51,6.35,,,,16,9.61,101.1,,,,,
39,MOHK_D10,7,2025-10-01,13:30,yes,autumn,no,,,,,,,,13.2,8.7,86,,,,,
39,MOHK_D10,8,2025-10-01,13:30,yes,autumn,no,,,,,,,,11.1,6.79,64.1,,,,,
39,MOHK_D10,9,2025-10-01,13:30,yes,autumn,no,,,,,,,,8.5,1.85,16.4,,,,,
39,MOHK_D10,10,2025-10-01,13:30,yes,autumn,no,,,,,,,,7.5,0.4,3.4,,,,,
39,MOHK_D10,11,2025-10-01,13:30,yes,autumn,no,9.1,95,57,6.17,,,,7.1,0.32,2.7,,,,,
39,MOHK_D10,12,2025-10-01,13:30,yes,autumn,no,,,,,,,,6.9,0.3,2.5,,,,,
40,MOHK_D10,0,2025-10-07,12:00,yes,autumn,no,19.6,73,44,7.58,3.95 (DCR),,,19.8,8.99,102.7,,,,GSS,
40,MOHK_D10,1,2025-10-07,12:00,yes,autumn,no,20.4,79,46,7.33,4.2 (HMC),,,19.5,9.11,103.2,,,,Two Secchi Readings from HMC and DCR,
40,MOHK_D10,2,2025-10-07,12:00,yes,autumn,no,,,,,,,,19.3,9.14,103.1,,,,,
40,MOHK_D10,3,2025-10-07,12:00,yes,autumn,no,,,,,,,,19,9.14,102.5,,,,,
40,MOHK_D10,4,2025-10-07,12:00,yes,autumn,no,,,,,,,,18.3,9.54,105.6,,,,,
40,MOHK_D10,5,2025-10-07,12:00,yes,autumn,no,,,,,,,,17.9,9.14,100.4,,,,,
40,MOHK_D10,6,2025-10-07,12:00,yes,autumn,no,16.9,77,46,7.09,,,,16.7,9.61,103,,,,,
40,MOHK_D10,7,2025-10-07,12:00,yes,autumn,no,,,,,,,,13,8.3,82,,,,,
40,MOHK_D10,8,2025-10-07,12:00,yes,autumn,no,,,,,,,,9.9,5.17,47.5,,,,,
40,MOHK_D10,9,2025-10-07,12:00,yes,autumn,no,,,,,,,,8.5,1.91,17,,,,,
40,MOHK_D10,10,2025-10-07,12:00,yes,autumn,no,10.4,83,51,6.92,,,,7,0.25,2.1,,,,,
40,MOHK_D10,11,2025-10-07,12:00,yes,autumn,no,,,,,,,,6.7,0.24,2.1,,,,,
40,MOHK_D10,12,2025-10-07,12:00,yes,autumn,no,,,,,,,,6.6,0.25,2.1,,,,,
41,MOHK_D10,0,2025-10-15,12:00,yes,autumn,no,15,92,50,7.88,4.2,,,15.1,9.41,97.7,,,,GSS,
41,MOHK_D10,1,2025-10-15,12:00,yes,autumn,no,15.2,75,52,7.4,,,,15,9.41,97.6,,,,,
41,MOHK_D10,2,2025-10-15,12:00,yes,autumn,no,,,,,,,,14.9,9.38,87.1,,,,,
41,MOHK_D10,3,2025-10-15,12:00,yes,autumn,no,,,,,,,,14.8,9.32,96.2,,,,,
41,MOHK_D10,4,2025-10-15,12:00,yes,autumn,no,,,,,,,,14.7,9.28,95.6,,,,,
41,MOHK_D10,5,2025-10-15,12:00,yes,autumn,no,,,,,,,,14.7,9.28,95.7,,,,,
41,MOHK_D10,6,2025-10-15,12:00,yes,autumn,no,15.1,76,48,7.38,,,,14.7,9.26,95.4,,,,,
41,MOHK_D10,7,2025-10-15,12:00,yes,autumn,no,,,,,,,,14.3,8.84,90.4,,,,,
41,MOHK_D10,8,2025-10-15,12:00,yes,autumn,no,,,,,,,,10.4,5.25,49.1,,,,,
41,MOHK_D10,9,2025-10-15,12:00,yes,autumn,no,,,,,,,,8.8,2.11,19,,,,,
41,MOHK_D10,10,2025-10-15,12:00,yes,autumn,no,,,,,,,,7.7,0.35,3.1,,,,,
41,MOHK_D10,11,2025-10-15,12:00,yes,autumn,no,N/A,N/A,N/A,N/A,,,,7.1,0.28,2.4,,,,,
41,MOHK_D10,12,2025-10-15,12:00,yes,autumn,no,,,,,,,,6.9,0.27,2.3,,,,,
42,MOHK_D10,0,2025-10-20,15:02,yes,autumn,no,13.3,80,48,7.12,4.5,,,14.3,9.5,98.1,,,,GSS,
42,MOHK_D10,1,2025-10-20,15:02,yes,autumn,no,14.1,83,48,7.19,,,,13.7,9.62,98,,,,Note: 12 meter readings not taken,
42,MOHK_D10,2,2025-10-20,15:02,yes,autumn,no,,,,,,,,13.7,9.62,97.9,,,,,
42,MOHK_D10,3,2025-10-20,15:02,yes,autumn,no,,,,,,,,13.6,9.61,97.7,,,,,
42,MOHK_D10,4,2025-10-20,15:02,yes,autumn,no,,,,,,,,13.5,9.56,96.9,,,,,
42,MOHK_D10,5,2025-10-20,15:02,yes,autumn,no,,,,,,,,13.3,9.48,95.8,,,,,
42,MOHK_D10,6,2025-10-20,15:02,yes,autumn,no,14.3,84,50,8.16,,,,13.2,9.41,94.8,,,,,
42,MOHK_D10,7,2025-10-20,15:02,yes,autumn,no,,,,,,,,13.1,9.31,93.6,,,,,
42,MOHK_D10,8,2025-10-20,15:02,yes,autumn,no,,,,,,,,10.6,4.51,42.8,,,,,
42,MOHK_D10,9,2025-10-20,15:02,yes,autumn,no,,,,,,,,8.7,0.93,8.4,,,,,
42,MOHK_D10,10,2025-10-20,15:02,yes,autumn,no,,,,,,,,7.8,0.35,3.1,,,,,
42,MOHK_D10,11,2025-10-20,15:02,yes,autumn,no,10.1,91,54,7.5,,,,7.3,0.29,2.5,,,,,
42,MOHK_D10,12,2025-10-20,15:02,yes,autumn,no,,,,,,,,N/A,N/A,N/A,,,,,
43,MOHK_D10,0,2025-10-29,13:00,yes,autumn,no,11,72,45,7.2,4.7,,,11.6,9.35,89.4,,,,GSS,
43,MOHK_D10,1,2025-10-29,13:00,yes,autumn,no,11.1,72,43,6.94,,,,11.4,9.35,89.1,,,,,
43,MOHK_D10,2,2025-10-29,13:00,yes,autumn,no,,,,,,,,11.3,9.35,88.8,,,,,
43,MOHK_D10,3,2025-10-29,13:00,yes,autumn,no,,,,,,,,11.2,9.34,88.7,,,,,
43,MOHK_D10,4,2025-10-29,13:00,yes,autumn,no,,,,,,,,11.2,9.33,88.5,,,,,
43,MOHK_D10,5,2025-10-29,13:00,yes,autumn,no,,,,,,,,11.2,9.36,88.6,,,,,
43,MOHK_D10,6,2025-10-29,13:00,yes,autumn,no,11.5,76,46,7.91,,,,11.1,9.3,88,,,,,
43,MOHK_D10,7,2025-10-29,13:00,yes,autumn,no,,,,,,,,11.1,9.21,87.1,,,,,
43,MOHK_D10,8,2025-10-29,13:00,yes,autumn,no,,,,,,,,11,8.62,81.3,,,,,
43,MOHK_D10,9,2025-10-29,13:00,yes,autumn,no,,,,,,,,9.4,1.81,16.5,,,,,
43,MOHK_D10,10,2025-10-29,13:00,yes,autumn,no,,,,,,,,7.8,0.33,2.9,,,,,
43,MOHK_D10,11,2025-10-29,13:00,yes,autumn,no,8.9,83,50,7.1,,,,7.2,0.29,2.5,,,,,
43,MOHK_D10,12,2025-10-29,13:00,yes,autumn,no,,,,,,,,7,0.28,2.4,,,,,
44,MOHK_D10,0,2025-11-05,12:00,yes,autumn,no,9.7,78,47,7.03,3.25,,,10.8,9,85.3,,,,GSS,
44,MOHK_D10,1,2025-11-05,12:00,yes,autumn,no,10.4,79,48,6.74,,,,10.3,9.05,84.8,,,,,
44,MOHK_D10,2,2025-11-05,12:00,yes,autumn,no,,,,,,,,10,9.07,84.5,,,,,
44,MOHK_D10,3,2025-11-05,12:00,yes,autumn,no,,,,,,,,9.9,9.1,84.2,,,,,
44,MOHK_D10,4,2025-11-05,12:00,yes,autumn,no,,,,,,,,9.9,9.07,84.2,,,,,
44,MOHK_D10,5,2025-11-05,12:00,yes,autumn,no,,,,,,,,9.8,9.07,84.1,,,,,
44,MOHK_D10,6,2025-11-05,12:00,yes,autumn,no,11.1,83,48,7.39,,,,9.7,9.08,84,,,,,
44,MOHK_D10,7,2025-11-05,12:00,yes,autumn,no,,,,,,,,9.7,9.06,83.7,,,,,
44,MOHK_D10,8,2025-11-05,12:00,yes,autumn,no,,,,,,,,9.6,9.06,83.7,,,,,
44,MOHK_D10,9,2025-11-05,12:00,yes,autumn,no,,,,,,,,9.6,9.03,83.3,,,,,
44,MOHK_D10,10,2025-11-05,12:00,yes,autumn,no,,,,,,,,9.5,8.82,81.2,,,,,
44,MOHK_D10,11,2025-11-05,12:00,yes,autumn,no,9.5,87,52,6.99,,,,7.9,0.4,3.6,,,,,
44,MOHK_D10,12,2025-11-05,12:00,yes,autumn,no,,,,,,,,7.3,0.34,3,,,,,
45,MOHK_D10,0,2025-11-12,12:30,yes,autumn,no,7.7,76,45,,5.675,,,8.2,8.76,78.5,,,,GSS,
45,MOHK_D10,1,2025-11-12,12:30,yes,autumn,no,7.4,78,46,,,,,8.1,8.7,77.9,,,,,
45,MOHK_D10,2,2025-11-12,12:30,yes,autumn,no,,,,,,,,8.1,8.67,77.5,,,,,
45,MOHK_D10,3,2025-11-12,12:30,yes,autumn,no,,,,,,,,8,8.66,77.3,,,,,
45,MOHK_D10,4,2025-11-12,12:30,yes,autumn,no,,,,,,,,8,8.65,77.2,,,,,
45,MOHK_D10,5,2025-11-12,12:30,yes,autumn,no,,,,,,,,8,8.63,77,,,,,
45,MOHK_D10,6,2025-11-12,12:30,yes,autumn,no,7.4,77,47,,,,,8,8.62,76.9,,,,,
45,MOHK_D10,7,2025-11-12,12:30,yes,autumn,no,,,,,,,,8,8.61,76.8,,,,,
45,MOHK_D10,8,2025-11-12,12:30,yes,autumn,no,,,,,,,,8,8.6,76.6,,,,,
45,MOHK_D10,9,2025-11-12,12:30,yes,autumn,no,,,,,,,,8,8.59,76.5,,,,,
45,MOHK_D10,10,2025-11-12,12:30,yes,autumn,no,,,,,,,,8,8.56,76.3,,,,,
45,MOHK_D10,11,2025-11-12,12:30,yes,autumn,no,8.8,93,53,,,,,8,8.54,76.1,,,,,
45,MOHK_D10,12,2025-11-12,12:30,yes,autumn,no,,,,,,,,8,8.24,73.5,,,,,
46,MOHK_D10,0,2025-11-19,12:30,yes,autumn,no,7.8,85,50,7.2,3.7,,,7.5,8.41,73,,,,GSS,
46,MOHK_D10,1,2025-11-19,12:30,yes,autumn,no,8.1,85,49,7.02,,,,7,8.38,71.8,,,,,
46,MOHK_D10,2,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.9,8.35,71.4,,,,,
46,MOHK_D10,3,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.7,8.36,71.2,,,,,
46,MOHK_D10,4,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.7,8.35,71,,,,,
46,MOHK_D10,5,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.7,8.34,70.9,,,,,
46,MOHK_D10,6,2025-11-19,12:30,yes,autumn,no,8.5,92,50,7.71,,,,6.7,8.32,70.7,,,,,
46,MOHK_D10,7,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.6,8.29,70.3,,,,,
46,MOHK_D10,8,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.6,8.29,70.3,,,,,
46,MOHK_D10,9,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.6,8.3,70.4,,,,,
46,MOHK_D10,10,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.6,8.29,70.3,,,,,
46,MOHK_D10,11,2025-11-19,12:30,yes,autumn,no,8.1,97,54,6.75,,,,6.6,8.26,70,,,,,
46,MOHK_D10,12,2025-11-19,12:30,yes,autumn,no,,,,,,,,6.7,0.2,3.4,,,,,
47,MOHK_D10,0,2025-11-25,10:00,yes,autumn,no,6,82,49,8.01,6.4,,,6.3,8.96,75.3,,,,GSS,
47,MOHK_D10,1,2025-11-25,10:00,yes,autumn,no,6.3,125,59,8.6,,,,6.3,8.92,74.8,,,,,
47,MOHK_D10,2,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.2,8.9,74.6,,,,,
47,MOHK_D10,3,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.2,8.88,74.3,,,,,
47,MOHK_D10,4,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.2,8.86,74.1,,,,,
47,MOHK_D10,5,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.1,8.85,74,,,,,
47,MOHK_D10,6,2025-11-25,10:00,yes,autumn,no,6,82,50,8.03,,,,6.1,8.83,73.9,,,,,
47,MOHK_D10,7,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.1,8.82,73.7,,,,,
47,MOHK_D10,8,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.1,8.81,73.6,,,,,
47,MOHK_D10,9,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.1,8.8,72.5,,,,,
47,MOHK_D10,10,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.1,8.79,73.5,,,,,
47,MOHK_D10,11,2025-11-25,10:00,yes,autumn,no,6,81,49,8.02,,,,6.1,8.77,73.3,,,,,
47,MOHK_D10,11.5,2025-11-25,10:00,yes,autumn,no,,,,,,,,6.1,8.63,72.2,,,,,
48,MOHK_D10,0,2025-12-03,12:00,no,autumn,no,5,79,48,7.62,6.8,,,5,9.79,80.1,,0,0,GSS,
48,MOHK_D10,1,2025-12-03,12:00,no,autumn,no,5.7,83,51,7.73,,,,4.8,9.68,78.1,,,,,
48,MOHK_D10,2,2025-12-03,12:00,no,autumn,no,,,,,,,,4.7,9.65,78.3,,,,,
48,MOHK_D10,3,2025-12-03,12:00,no,autumn,no,,,,,,,,4.7,9.62,78,,,,,
48,MOHK_D10,4,2025-12-03,12:00,no,autumn,no,,,,,,,,4.6,9.6,77.8,,,,,
48,MOHK_D10,5,2025-12-03,12:00,no,autumn,no,,,,,,,,4.6,9.58,77.6,,,,,
48,MOHK_D10,6,2025-12-03,12:00,no,autumn,no,6.1,83,50,7.24,,,,4.6,9.57,77.5,,,,,
48,MOHK_D10,7,2025-12-03,12:00,no,autumn,no,,,,,,,,4.6,9.56,77.4,,,,,
48,MOHK_D10,8,2025-12-03,12:00,no,autumn,no,,,,,,,,4.6,9.55,77.3,,,,,
48,MOHK_D10,9,2025-12-03,12:00,no,autumn,no,,,,,,,,4.6,9.55,77.3,,,,,
48,MOHK_D10,10,2025-12-03,12:00,no,autumn,no,,,,,,,,4.6,9.53,77.1,,,,,
48,MOHK_D10,11,2025-12-03,12:00,no,autumn,no,5.6,82,50,8.37,,,,4.6,9.52,77,,,,,
48,MOHK_D10,11.5,2025-12-03,12:00,no,autumn,no,,,,,,,,4.6,9.17,74.3,,,,,
49,MOHK_D10,0,2025-12-11,10:52,no,autumn,yes,2.9,81,48,7.86,8.8,,,3.2,10.81,85.4,,0,80%,GSS,
49,MOHK_D10,1,2025-12-11,10:52,no,autumn,yes,2.6,85,51,7.9,,,,3.2,10.7,84.7,,,,,
49,MOHK_D10,2,2025-12-11,10:52,no,autumn,yes,,,,,,,,3.2,10.63,84.1,,,,,
49,MOHK_D10,3,2025-12-11,10:52,no,autumn,yes,,,,,,,,3.2,10.56,83.6,,,,,
49,MOHK_D10,4,2025-12-11,10:52,no,autumn,yes,,,,,,,,3.1,10.58,83.5,,,,,
49,MOHK_D10,5,2025-12-11,10:52,no,autumn,yes,,,,,,,,3.2,10.54,83.3,,,,,
49,MOHK_D10,6,2025-12-11,10:52,no,autumn,yes,2.4,80,48,7.23,,,,3.5,10.27,81.9,,,,,
49,MOHK_D10,7,2025-12-11,10:52,no,autumn,yes,,,,,,,,3.6,10.21,81.5,,,,,
49,MOHK_D10,8,2025-12-11,10:52,no,autumn,yes,,,,,,,,3.6,10.16,81.2,,,,,
49,MOHK_D10,9,2025-12-11,10:52,no,autumn,yes,,,,,,,,3.7,10.1,80.8,,,,,
49,MOHK_D10,10,2025-12-11,10:52,no,autumn,yes,,,,,,,,3.7,10.06,80.5,,,,,
49,MOHK_D10,11,2025-12-11,10:52,no,autumn,yes,3,83,49,7.29,,,,3.7,10,80.1,,,,,
49,MOHK_D10,12,2025-12-11,10:52,no,autumn,yes,,,,,,,,4,1.26,10.2,,,,,
50,MOHK_D10,0,2025-12-17,11:40,no,autumn,yes,2.2,75,46,7.99,8.8,,,2.5,10.76,82.9,,4,65%,GSS,
50,MOHK_D10,1,2025-12-17,11:40,no,autumn,yes,2.6,81,47,8.71,,,,2.3,10.72,82.2,,,,max YSI depth(m): 12,
50,MOHK_D10,2,2025-12-17,11:40,no,autumn,yes,,,,,,,,2.2,10.68,81.7,,,,,
50,MOHK_D10,3,2025-12-17,11:40,no,autumn,yes,,,,,,,,2.2,10.65,81.5,,,,,
50,MOHK_D10,4,2025-12-17,11:40,no,autumn,yes,,,,,,,,2.3,10.56,81,,,,,
50,MOHK_D10,5,2025-12-17,11:40,no,autumn,yes,,,,,,,,2.5,10.42,80.3,,,,,
50,MOHK_D10,6,2025-12-17,11:40,no,autumn,yes,2.6,74,44,7.73,,,,2.8,10.24,79.5,,,,,
50,MOHK_D10,7,2025-12-17,11:40,no,autumn,yes,,,,,,,,3,10.04,78.5,,,,,
50,MOHK_D10,8,2025-12-17,11:40,no,autumn,yes,,,,,,,,3.2,9.95,78,,,,,
50,MOHK_D10,9,2025-12-17,11:40,no,autumn,yes,,,,,,,,3.3,9.72,76.5,,,,,
50,MOHK_D10,10,2025-12-17,11:40,no,autumn,yes,,,,,,,,3.5,9.63,76,,,,,
50,MOHK_D10,11,2025-12-17,11:40,no,autumn,yes,3.2,72,43,7.66,,,,3.6,8.98,71.2,,,,,
50,MOHK_D10,12,2025-12-17,11:40,no,autumn,yes,,,,,,,,3.7,5.29,42.1,,,,,
51,MOHK_D10,0,2025-12-22,10:25,no,winter,yes,3.2,95,47,8.21,8.1,,,1.2,12.05,87.8,,0.2,60%,GSS,
51,MOHK_D10,1,2025-12-22,10:25,no,winter,yes,2.6,75,44,7.31,,,,1.5,11.89,87.3,,,,,
51,MOHK_D10,2,2025-12-22,10:25,no,winter,yes,,,,,,,,1.9,11.53,85.7,,,,,
51,MOHK_D10,3,2025-12-22,10:25,no,winter,yes,,,,,,,,2.1,11.37,84.8,,,,,
51,MOHK_D10,4,2025-12-22,10:25,no,winter,yes,,,,,,,,2.2,11.29,84.4,,,,,
51,MOHK_D10,5,2025-12-22,10:25,no,winter,yes,,,,,,,,2.2,11.26,84.2,,,,,
51,MOHK_D10,6,2025-12-22,10:25,no,winter,yes,3.8,80,50,7.3,,,,2.2,11.21,84,,,,,
51,MOHK_D10,7,2025-12-22,10:25,no,winter,yes,,,,,,,,2.3,11.16,83.7,,,,,
51,MOHK_D10,8,2025-12-22,10:25,no,winter,yes,,,,,,,,2.3,11.11,83.4,,,,,
51,MOHK_D10,9,2025-12-22,10:25,no,winter,yes,,,,,,,,2.4,11.05,83.1,,,,,
51,MOHK_D10,10,2025-12-22,10:25,no,winter,yes,,,,,,,,2.4,10.98,82.7,,,,,
51,MOHK_D10,11,2025-12-22,10:25,no,winter,yes,3.1,79,52,7.31,,,,2.5,10.89,82.2,,,,,
51,MOHK_D10,11.5,2025-12-22,10:25,no,winter,yes,,,,,,,,2.8,9.22,70.1,,,,,
