Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
12/17/2025,11:52:57,Mohonk,2.633,10.35,76.1,0.25,0.82,100.2,0.05,65,723,MHK,5,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:53:28,Mohonk,2.79,10.26,75.8,0.29,0.79,100.1,0.05,65,723.1,MHK,5.25,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:54:02,Mohonk,2.877,10.19,75.5,0.18,0.8,100.1,0.05,65,723,MHK,5.5,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:54:35,Mohonk,3,10.11,75.1,0.22,0.78,100,0.05,65,723.1,MHK,5.75,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:54:58,Mohonk,3.034,10.05,74.8,0.19,0.73,100.1,0.05,65,723.1,MHK,6,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:55:22,Mohonk,3.051,10.01,74.5,0.22,0.79,100.1,0.05,65,723.1,MHK,6.25,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:55:51,Mohonk,3.076,9.98,74.3,0.23,0.75,100.1,0.05,65,723.1,MHK,6.5,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:56:16,Mohonk,3.11,9.95,74.2,0.25,0.78,100.1,0.05,65,723.1,MHK,6.75,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:56:43,Mohonk,3.138,9.92,74,0.11,0.71,100.1,0.05,65,723.1,MHK,7,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:57:08,Mohonk,3.168,9.9,73.9,0.19,0.73,100.1,0.05,65,723.1,MHK,7.25,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:57:46,Mohonk,3.241,9.84,73.6,0.15,0.72,100,0.05,65,723.1,MHK,7.5,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:58:11,Mohonk,3.27,9.82,73.5,0.14,0.72,99.9,0.05,65,723,MHK,7.75,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:58:36,Mohonk,3.304,9.78,73.3,0.16,0.72,100,0.05,65,723,MHK,8,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:59:06,Mohonk,3.334,9.75,73.1,0.12,0.69,99.9,0.05,65,723.1,MHK,8.25,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,11:59:45,Mohonk,3.367,9.69,72.7,0.15,0.69,99.9,0.05,65,722.9,MHK,8.5,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:00:12,Mohonk,3.394,9.63,72.3,0.15,0.69,100,0.05,65,723,MHK,8.75,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:00:39,Mohonk,3.418,9.54,71.7,0.16,0.69,100,0.05,65,723,MHK,9,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:01:02,Mohonk,3.465,9.49,71.4,0.11,0.68,100,0.05,65,723,MHK,9.25,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:01:22,Mohonk,3.519,9.48,71.4,0.3,0.7,99.8,0.05,65,723,MHK,9.5,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:01:51,Mohonk,3.553,9.44,71.2,0.11,0.7,100,0.05,65,723,MHK,9.75,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:02:17,Mohonk,3.566,9.38,70.8,0.17,0.72,100,0.05,65,723,MHK,10,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:02:50,Mohonk,3.589,9.28,70.1,0.14,0.66,100.1,0.05,65,723,MHK,10.25,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:03:13,Mohonk,3.599,9.23,69.7,0.14,0.64,100.1,0.05,65,723.1,MHK,10.5,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:03:39,Mohonk,3.645,9.12,69,0.17,0.64,100.2,0.05,65,722.9,MHK,10.75,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:04:01,Mohonk,3.678,8.98,67.9,0.08,0.65,100.4,0.05,65,722.9,MHK,11,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:04:25,Mohonk,3.76,8.44,64,2.08,4.13,103.9,0.05,68,722.9,MHK,11.25,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:04:47,Mohonk,3.78,7.71,58.5,2.18,5.22,104.9,0.05,68,722.9,MHK,11.5,NA,NA,NA,41.766,-74.158,379,2025-12-17
12/17/2025,12:05:12,Mohonk,3.796,7.04,53.4,1.35,5.46,104.5,0.05,68,723,MHK,11.75,NA,NA,NA,41.766,-74.158,379,2025-12-17
