Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
2/19/2026,13:12:07,Mohonk,2.498,10.17,74.6,0.04,0.73,102.1,0.05,66,728.9,MHK,4.75,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:12:38,Mohonk,2.507,10.13,74.3,0.18,0.79,102.2,0.05,66,728.9,MHK,5,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:13:09,Mohonk,2.51,10.1,74.1,0.02,0.73,102.2,0.05,66,728.8,MHK,5.25,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:13:50,Mohonk,2.527,10.04,73.7,0.12,0.76,102.6,0.05,67,728.9,MHK,5.5,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:14:46,Mohonk,2.544,9.95,73,0.04,0.72,103.1,0.05,67,728.8,MHK,5.75,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:15:25,Mohonk,2.554,9.89,72.6,0.09,0.74,103.4,0.05,67,728.8,MHK,6,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:16:14,Mohonk,2.572,9.81,72.1,0.09,0.79,103.4,0.05,67,728.8,MHK,6.25,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:16:43,Mohonk,2.575,9.78,71.8,0.16,0.78,103.4,0.05,67,728.9,MHK,6.5,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:17:15,Mohonk,2.579,9.74,71.6,0.03,0.73,103.4,0.05,67,728.8,MHK,6.75,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:17:40,Mohonk,2.578,9.72,71.4,0.03,0.71,103.5,0.05,67,728.8,MHK,7,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:18:10,Mohonk,2.597,9.68,71.1,0.05,0.69,103.5,0.05,67,728.8,MHK,7.25,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:18:47,Mohonk,2.616,9.62,70.7,0.08,0.71,103.4,0.05,67,728.8,MHK,7.5,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:20:19,Mohonk,2.703,9.42,69.4,0.03,0.71,103.2,0.05,67,728.8,MHK,7.75,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:21:01,Mohonk,2.735,9.28,68.5,0.14,0.76,103.5,0.05,67,728.7,MHK,8,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:21:36,Mohonk,2.746,9.19,67.8,0.05,0.73,104.6,0.05,68,728.8,MHK,8.25,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:22:21,Mohonk,2.787,9.05,66.9,0.03,0.67,106.2,0.05,69,728.8,MHK,8.5,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:22:47,Mohonk,2.837,8.97,66.3,0.04,0.69,106.4,0.05,69,728.8,MHK,8.75,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:23:14,Mohonk,2.877,8.82,65.4,0.04,0.69,106.2,0.05,69,728.7,MHK,9,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:23:41,Mohonk,2.949,8.62,64,0.08,0.71,105.5,0.05,69,728.8,MHK,9.25,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:24:08,Mohonk,2.985,8.41,62.4,0.04,0.72,104.9,0.05,68,728.8,MHK,9.5,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:24:57,Mohonk,3.003,8.16,60.6,0.1,0.83,105.7,0.05,69,728.8,MHK,9.75,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:25:34,Mohonk,3.011,8.06,59.9,0.94,1.06,105.5,0.05,69,728.8,MHK,10,NA,NA,NA,41.766,-74.158,379,2026-02-19
2/19/2026,13:26:02,Mohonk,3.007,8.03,59.7,0.21,0.95,105.5,0.05,69,728.8,MHK,10.25,NA,NA,NA,41.766,-74.158,379,2026-02-19
