Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
2/11/2026,11:52:25,Mohonk,2.518,9.87,72.4,0.27,0.81,103.1,0.05,67,720.1,MHK,7,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:52:50,Mohonk,2.537,9.84,72.2,0.19,0.8,103.1,0.05,67,720.1,MHK,7.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:53:28,Mohonk,2.551,9.76,71.7,0.2,0.82,103.3,0.05,67,720.2,MHK,7.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:54:11,Mohonk,2.554,9.72,71.4,0.09,0.76,103.4,0.05,67,720.1,MHK,7.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:54:39,Mohonk,2.563,9.7,71.2,0.08,0.78,103.4,0.05,67,720.2,MHK,8,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:54:57,Mohonk,2.591,9.65,70.9,0.1,0.79,103.4,0.05,67,720.2,MHK,8.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:55:47,Mohonk,2.605,9.54,70.1,0.17,0.76,103.8,0.05,67,720.2,MHK,8.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:56:20,Mohonk,2.615,9.46,69.6,0.1,0.76,103.8,0.05,67,720.1,MHK,8.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:56:37,Mohonk,2.629,9.43,69.4,0.08,0.75,103.8,0.05,67,720.2,MHK,9,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:57:21,Mohonk,2.649,9.34,68.7,0.1,0.73,103.8,0.05,67,720.3,MHK,9.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:57:51,Mohonk,2.645,9.32,68.6,0.1,0.74,103.7,0.05,67,720.3,MHK,9.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:58:14,Mohonk,2.664,9.29,68.4,0.19,0.79,103.7,0.05,67,720.2,MHK,9.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:58:45,Mohonk,2.67,9.24,68,0.06,0.74,103.7,0.05,67,720.2,MHK,10,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:59:10,Mohonk,2.689,9.21,67.9,0.12,0.79,103.6,0.05,67,720.3,MHK,10.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:59:34,Mohonk,2.711,9.18,67.7,0.07,0.75,103.6,0.05,67,720.2,MHK,10.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,11:59:57,Mohonk,2.719,9.12,67.3,0.04,0.73,103.7,0.05,67,720.3,MHK,10.75,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,12:00:24,Mohonk,2.76,9.05,66.8,0.67,1.5,103.6,0.05,67,720.2,MHK,11,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,12:00:53,Mohonk,2.76,8.97,66.3,0.17,0.9,103.8,0.05,67,720.3,MHK,11.25,NA,NA,NA,41.766,-74.158,379,2026-02-11
2/11/2026,12:01:19,Mohonk,2.758,8.92,65.8,0.09,0.83,103.9,0.05,68,720.3,MHK,11.5,NA,NA,NA,41.766,-74.158,379,2026-02-11
