Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,latitude,longitude,altitude_m,date
4/22/2026,09:12:29,Mohonk,8.539,12.53,107.2,1.13,0.66,100.1,0.05,65,730,MHK,5,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:13:04,Mohonk,8.374,12.65,107.8,1.06,0.71,100.2,0.05,65,730,MHK,5.25,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:13:30,Mohonk,8.243,12.72,108.1,1.37,0.83,100.2,0.05,65,730,MHK,5.5,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:13:53,Mohonk,8.118,12.73,107.8,1.32,0.83,100.2,0.05,65,730.1,MHK,5.75,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:14:17,Mohonk,7.978,12.73,107.5,1.53,0.89,100.7,0.05,65,730.1,MHK,6,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:14:39,Mohonk,7.755,12.71,106.7,1.56,1.03,101.6,0.05,66,730.1,MHK,6.25,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:15:03,Mohonk,7.507,12.7,105.9,2.25,1.37,101.7,0.05,66,730,MHK,6.5,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:15:30,Mohonk,7.107,12.67,104.7,9.94,2.72,101.5,0.05,66,730,MHK,6.75,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:15:52,Mohonk,6.836,12.66,103.9,17.19,4.52,100.8,0.05,66,730,MHK,7,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:16:14,Mohonk,6.642,12.44,101.6,14.73,5.59,100.8,0.05,66,730,MHK,7.25,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:16:42,Mohonk,6.457,11.94,97.1,13.5,5.59,100.7,0.05,65,730,MHK,7.5,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:17:19,Mohonk,6.175,11.34,91.6,11.48,4.83,100.8,0.05,66,730.1,MHK,7.75,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:17:54,Mohonk,6.092,10.96,88.3,9.04,4.57,100.9,0.05,66,730,MHK,8,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:18:23,Mohonk,5.954,10.7,85.9,11.95,4.55,101.1,0.05,66,730,MHK,8.25,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:19:02,Mohonk,5.773,10.44,83.4,9.51,3.14,101.2,0.05,66,730,MHK,8.5,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:19:32,Mohonk,5.68,10.24,81.6,7.71,3.49,101.4,0.05,66,730,MHK,8.75,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:20:32,Mohonk,5.546,9.87,78.4,3.24,2.51,101.7,0.05,66,730,MHK,9,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:21:49,Mohonk,5.282,9.38,74,3.1,1.44,101.4,0.05,66,730,MHK,9.25,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:22:14,Mohonk,5.246,9.25,72.9,2.57,1.35,101.5,0.05,66,730,MHK,9.5,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:22:40,Mohonk,5.209,9.13,71.9,0.73,1.23,101.8,0.05,66,730,MHK,9.75,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:23:02,Mohonk,5.174,9.04,71.1,0.92,1.25,101.7,0.05,66,730,MHK,10,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:23:28,Mohonk,5.139,8.91,70,1.07,0.98,101.9,0.05,66,730,MHK,10.25,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:24:07,Mohonk,5.12,8.6,67.5,0.84,0.97,102.7,0.05,67,730,MHK,10.5,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:24:36,Mohonk,5.087,8.36,65.7,0.71,0.88,102.9,0.05,67,730,MHK,10.75,NA,NA,NA,41.766,-74.158,379,2026-04-22
4/22/2026,09:25:03,Mohonk,5.046,8.24,64.7,0.64,0.92,102.6,0.05,67,730,MHK,11,NA,NA,NA,41.766,-74.158,379,2026-04-22
