Date,Time,Site_Name,temp_degC,doConcentration_mgpL,doSaturation_percent,chlorophyll_RFU,phycocyaninBGA_RFU_14C102008,specificConductivity_uSpcm,salinity_psu,tds_mgpL,barometerAirHandheld_mbars,lakeID,Depth_m,turbidity_Fnu,orp_MV,waterPressure_barA,pH,latitude,longitude,altitude_m
5/21/2026,12:32:39,Mohonk,15.431,10.69,107,0.55,0.26,100,0.05,65,734.5,MHK,3,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:33:12,Mohonk,15.075,10.76,106.9,0.6,0.27,99.9,0.05,65,734.4,MHK,3.25,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:33:45,Mohonk,14.589,10.83,106.5,0.51,0.27,99.8,0.05,65,734.5,MHK,3.5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:34:19,Mohonk,14.101,10.82,105.2,0.58,0.32,100.2,0.05,65,734.5,MHK,3.75,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:34:59,Mohonk,13.678,10.85,104.6,0.62,0.37,100.5,0.05,65,734.5,MHK,4,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:35:30,Mohonk,13.036,11.18,106.2,0.72,0.45,101.9,0.05,66,734.5,MHK,4.25,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:36:09,Mohonk,12.28,11.92,111.4,0.94,0.56,101.6,0.05,66,734.5,MHK,4.5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:36:43,Mohonk,11.578,12.49,114.8,0.72,0.52,101.5,0.05,66,734.5,MHK,4.75,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:37:11,Mohonk,11.05,12.82,116.5,0.67,0.52,101.1,0.05,66,734.5,MHK,5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:37:39,Mohonk,10.433,12.98,116.2,0.8,0.61,102.2,0.05,66,734.5,MHK,5.25,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:38:06,Mohonk,9.86,13.05,115.3,0.65,0.57,102.3,0.05,66,734.5,MHK,5.5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:38:41,Mohonk,9.05,13.08,113.3,0.54,0.61,101.1,0.05,66,734.5,MHK,5.75,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:39:10,Mohonk,8.288,12.9,109.7,0.59,0.6,101.7,0.05,66,734.4,MHK,6,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:39:39,Mohonk,7.776,12.61,105.9,0.71,0.69,101.6,0.05,66,734.5,MHK,6.25,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:40:04,Mohonk,7.522,12.3,102.7,0.94,0.8,101.7,0.05,66,734.5,MHK,6.5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:40:32,Mohonk,7.235,12.08,100.2,1.16,0.85,101.2,0.05,66,734.4,MHK,6.75,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:41:09,Mohonk,6.909,11.83,97.3,1.32,0.9,101,0.05,66,734.5,MHK,7,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:41:38,Mohonk,6.606,11.36,92.7,1.65,1.02,101.2,0.05,66,734.3,MHK,7.25,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:42:10,Mohonk,6.399,10.72,87,1.61,1.09,101.1,0.05,66,734.4,MHK,7.5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:42:42,Mohonk,6.243,10.32,83.4,1.64,1.09,101.1,0.05,66,734.4,MHK,7.75,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:43:29,Mohonk,6.057,9.81,78.9,2.05,1.17,101.4,0.05,66,734.4,MHK,8,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:43:59,Mohonk,5.915,9.12,73.2,1.64,1.34,101.9,0.05,66,734.5,MHK,8.25,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:44:26,Mohonk,5.843,8.63,69,5.12,1.55,102.3,0.05,66,734.5,MHK,8.5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:44:53,Mohonk,5.741,8.05,64.3,2.66,1.5,102.7,0.05,67,734.4,MHK,8.75,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:45:30,Mohonk,5.641,7.59,60.4,2.7,1.48,102.8,0.05,67,734.5,MHK,9,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:46:00,Mohonk,5.546,7.3,58,3.29,1.62,103,0.05,67,734.5,MHK,9.25,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:46:28,Mohonk,5.456,6.78,53.8,2.83,1.37,103.9,0.05,68,734.5,MHK,9.5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:46:58,Mohonk,5.374,6.14,48.6,2.43,1.18,104.7,0.05,68,734.5,MHK,9.75,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:47:40,Mohonk,5.345,5.63,44.5,1.74,1.19,105,0.05,68,734.5,MHK,10,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:48:15,Mohonk,5.328,5.17,40.8,2.44,1.25,105.4,0.05,69,734.5,MHK,10.25,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:49:09,Mohonk,5.308,4.53,35.8,5.52,1.78,107.9,0.05,70,734.5,MHK,10.5,NA,NA,NA,NA,41.766,-74.158,379
5/21/2026,12:49:31,Mohonk,5.312,4.19,33.1,1.94,2.1,108.8,0.05,71,734.5,MHK,10.75,NA,NA,NA,NA,41.766,-74.158,379
